relevance,doc_type_ai,doc_type_pages,page_count,doi,plant_host,fungal_taxon,tissue,presence_absence,primary_guild,interaction_notes,biome,country,data_source,source_file
Relevant,Abstract,Abstract,0,,Momordica charantia L.,Penicillium,Seeds,Present,Pathogenic,Isolated from cucurbit seeds in laboratory conditions through blotter test and seedling symptom test.,Not_Provided,Bangladesh,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Momordica charantia L.,Fusarium,Seeds,Present,Pathogenic,Isolated from cucurbit seeds in laboratory conditions through blotter test and seedling symptom test.,Not_Provided,Bangladesh,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Momordica charantia L.,Rhizopus,Seeds,Present,Pathogenic,Isolated from cucurbit seeds in laboratory conditions through blotter test and seedling symptom test.,Not_Provided,Bangladesh,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Anoectochilus roxburghii (Wall.) Lindl.,Endophytic fungi,,Present,Mutualistic,"Established in a symbiotic system for growth and development; ; ; Abstract-CSV; DOI_nan Relelevant; Abstract; Abstract; 0; ; Triticum sp. (Wheat); Pythium sp.; root; Present; Pathogenic; ""Isolated from surface-sterilized roots; observed during tests of prototype plant growth systems at Kennedy Space Center.""",Astronautical life support systems biome,United States,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Glycine max (Soybean),Alternaria alternata,Seed,Present,Pathogenic,Isolated using blotter paper method from seed samples,Agricultural,Pakistan,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Helianthus annuus (Sunflower),Alternaria sp.,Seeds,Present,Pathogenic,Causal organism of Alternaria leaf spot. Found associated with seeds.,,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Puccinellia distans (L.) Parl.,Epichlo? typhina (Fr.) Tul. (Ascomycetes),stroma,Present,Mutualistic,The fungus is cross-pollinated by the fly Phorbia phrenione S?guy (Diptera) and the fly larvae feed on the fungal stroma.,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Vigna unguiculata (Cowpea),Macrophomina phaseolina,Seed,Present,Pathogenic,"""Isolated from cowpea seeds collected from different parts of Tamil Nadu; seed-borne infection""",Agricultural field,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Vitis labruscana 'Thomson seedless',Uromyces vitis-idaea (grape rust),,Present,Pathogenic,"""The text mentions the presence of grape rust; but no specific interaction with a fungus.""",Not specified,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Rhododendron arboreum,Alternaria alternata,"""bark","leaf""",Present,"Endophytic; Isolated from bark and living leaf tissues.; ""Dry deciduous forest (Western Ghats)","Montane evergreen forest (Western Ghats)""",India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Baccharis coridifolia,Curvularia pallescens,leaves and stems,Present,Unknown,Isolated from internal fungi present in leaves and stems.,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Curcuma domestica valeton,Vesicular-arbuscular mycorrhizal fungi,scale-leaves of rhizome,Present,Endophytic,Co-occurrence observed in subterranean organs,,,Abstract-CSV,DOI_nan
Not Relevant,Abstract,Abstract,0,,Solanum tuberosum (Potato),Phytophthora infestans,,Present,Pathogenic,,,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Triticum aestivum (Wheat),Ustilago tritici (Loose smut of wheat),,Present,Pathogenic,"""The text mentions the fungus as the causative agent of loose smut in wheat; but no specific interaction with another fungus is described.""",,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Gastrodia elata,Endophytic fungi (Mixing strain 03),Seeds,Present,Endophytic,Isolated from encapsulating seeds,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Festuca arundinacea (Tall fescue),Endophyte-infecting fungus,Seed,Present,Endophytic,Infected tall fescue seed in context of study,(Not specified),(Not specified),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Solanum tuberosum (Potato),Phytophthora infestans,Not specified,Present,Pathogenic,"""Isolated from Hungary in the 1990s; analysis of mating type; response to metalaxyl and allozyme genotypes.""",Agricultural,Hungary,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Medicinal Plants (Orchidacea),[Endophytic Fungi] - Specific species not provided in text,Mycelia and culture solution,Present,Endophytic,Isolated from medicinal plants,Not-Provided-In-Text,Not-Provided-In-Text,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Triticum aestivum (Wheat),['Bipolaris sorokiniana',,Present,Pathogenic,Isolated as seed-borne pathogens,Agricultural,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Triticum aestivum (Wheat),'Pyricularia oryzae',,Present,Pathogenic,Isolated as seed-borne pathogens,Agricultural,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Triticum aestivum (Wheat),'Drechslera tritici-repentis',,Present,Pathogenic,Isolated as seed-borne pathogens,Agricultural,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Triticum aestivum (Wheat),'Stagonospora nodorum'],,Present,Pathogenic,Isolated as seed-borne pathogens,Agricultural,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Brachypodium sylvaticum,Epichloe sylvatica (Ascomycota,"""stromata","stem or leaf""",Present,"Endophytic; ""Horizontal transmission observed in transplant experiment; but not through stigmata. Ascospores suspected to serve as inoculum.""",(Not specified in text),(Not specified in text),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Brachypodium sylvaticum,Clavicipitaceae),"""stromata","stem or leaf""",Present,"Endophytic; ""Horizontal transmission observed in transplant experiment; but not through stigmata. Ascospores suspected to serve as inoculum.""",(Not specified in text),(Not specified in text),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Zea mays (Maize),Peronosclerospora sorghi,,Present,Pathogenic,,Agricultural field,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Vigna unguiculata (L.) Walp.,[{'name': 'Macrophomina phaseolina',seed,Present,Pathogenic,Isolated from cowpea seeds collected from eight districts in Tamil Nadu.,Agricultural,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Vigna unguiculata (L.) Walp.,{'name': 'Fusarium oxysporum f.sp. tracheiphilum',seed,Present,Pathogenic,Isolated from cowpea seeds collected from eight districts in Tamil Nadu.,Agricultural,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Vigna unguiculata (L.) Walp.,{'name': 'Alternaria alternata',seed,Present,Pathogenic,Isolated from cowpea seeds collected from eight districts in Tamil Nadu.,Agricultural,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Vigna unguiculata (L.) Walp.,{'name': 'Curvularia lunata',seed,Present,Pathogenic,Isolated from cowpea seeds collected from eight districts in Tamil Nadu.,Agricultural,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Vigna unguiculata (L.) Walp.,{'name': 'Aspergillus flavus',seed,Present,Pathogenic,Isolated from cowpea seeds collected from eight districts in Tamil Nadu.,Agricultural,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Vigna unguiculata (L.) Walp.,{'name': 'Aspergillus niger',seed,Present,Pathogenic,Isolated from cowpea seeds collected from eight districts in Tamil Nadu.,Agricultural,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Vigna unguiculata (L.) Walp.,{'name': 'Penicillium sp.',seed,Present,Pathogenic,Isolated from cowpea seeds collected from eight districts in Tamil Nadu.,Agricultural,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Vigna unguiculata (L.) Walp.,{'name': 'Rhizopus stolonifer',seed,Present,Pathogenic,Isolated from cowpea seeds collected from eight districts in Tamil Nadu.,Agricultural,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Meadow fescue,Acremonium SPP,Seed,Present,Endophytic,"""Naturally occurred in four varieties of meadow fescue; regenerated variant (A-) produced by thermic treatment of their seed""; ""Poor","shallow soil""",Czech Republic,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Musa acuminata (Banana),Colletotrichum gloeosporioides,leaf,Present,Endophytic,Isolated from banana in Hong Kong,Not Specified,Hong Kong,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Daucus carota L.,Seed-borne fungi (not specified),seed,Present,Pathogenic,"""Seed-borne; eradicated through dry heat treatment""",Agricultural field,Brazil,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Juncus imbricatus var chamissonis,Pieospora aff togwotiensis,"""leaf",culm,substomatal chamber,"mesophyll cells (intercellularly)""; Present; Endophytic; Colonization patterns observed in asymptomatic leaves and culms. Demonstrated by light microscopy after tissue cleaning and staining.",(Not provided in text),(Not provided in text),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Festuca sp.,Endophyte-infecting fungi,Diet (grass),Present,Endophytic,Infected grass fed to mice in the experiment,Not Specified,Not Specified,Abstract-CSV,DOI_nan
Relevant,Full-Text,Abstract,0,,Eucalyptus globulus,[Alternaria alternata],"""twig","seedling (stem and leaf)""",Present,"Endophytic; ""Isolated from healthy twigs; symptomatic twigs; and seedlings. Dominant species in all tissues except for xylem of healthy twigs.""",Not specified,Uruguay,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Oryza sativa (Rice),Rhizoctonia solani,leaf sheath,Present,Pathogenic,Fungus causing sheath blight of rice,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Vitis vinifera (Grape),Pseudopezicula tracheiphila (Mull.-Thurg.) Korf and Zhuang,leaf,Present,Pathogenic,Cause of Rotbrenner disease. Infections occur in later summer from apothecia on overwintered infected leaves and from apothecia formed on fallen leaves from the same year.,Vineyard,Europe,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Xanthium strumarium,Ceratocystis paradoxa,Not Mentioned,Present,Pathogenic (for pineapple),X. strumarium extract reduces the severity of disease caused by C. paradoxa on pineapples.,Not Mentioned,Not Mentioned,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Picea sitchensis (Sitka spruce),['Lophodermium piceae',needles,Present,Endophytic,"""Isolated from symptomless green needles; frequency higher in poor growth/polluted site for Rhizosphaera kalkhoffii.""",,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Picea sitchensis (Sitka spruce),'Rhizosphaera kalkhoffii'],needles,Present,Endophytic,"""Isolated from symptomless green needles; frequency higher in poor growth/polluted site for Rhizosphaera kalkhoffii.""",,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Baccharis coridifolia,Ceratopycnidium baccharidicola,,Present,Endophytic,Isolated from plant host (Baccharis coridifolia),,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Pinus Roxburghii Sargent,Cronartium himalayense Bagchee,stem,Present,Pathogenic,Causing stem blisters,(Not provided in text),(Not provided in text),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Brachiaria brizantha cv. Marandu,Fungi imperfecti,leaf,Present,Endophytic,Isolated from leaves.,Tropical pasture in the State of Par? in the Brazilian Amazonia,Brazil,Abstract-CSV,DOI_nan
Not Relevant,Abstract,Abstract,0,,None (Human),,Bone marrow,Present,Unknown,,,Japan (Inferred from date),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Hordeum vulgare (Barley),Erysiphe graminis f. sp. hordei (Powdery mildew),Plots,Present,Pathogenic,"""Isolated from barley plots; some samples recovered from fungicide-treated seeds""",(Not specified in text),(Not specified in text),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Petroselinum crispum (Parsley),Glomus sp.,root,Present,Mycorrhizal,Insects (Collembola) selectively graze on roots partly infected with isolates of VAM-fungi Glomus and Entrophospora.,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Petroselinum crispum (Parsley),Entrophospora sp.,root,Present,Mycorrhizal,Insects (Collembola) selectively graze on roots partly infected with isolates of VAM-fungi Glomus and Entrophospora.,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Pisum sativum L.,Mycosphaerella pinodes (Berk. et Blox) Vestergr.,root,Present,Pathogenic,Causal organism of root rot,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Cypripedium,Unknown (Text does not specify the associated fungi for this genus),Not specified,Present,Unknown,"""Mentioned in a list; context not specified""",Terrestrial,(Not specified in text),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,(Not specified in abstract),Acremonium (Endophyte),(Not specified in abstract),Present,Endophytic,Associated with increased insect resistance,(Not specified in abstract),(Not specified in abstract),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Lolium perenne,[Acremonium lolii,Not Specified,Present,"""Endophytic","Pathogenic""; Isolated from perennial ryegrass. LpTG-2 is a heteroploid derived from an interspecific hybrid of Acremonium lolii and Epichloe typhina.",Not Specified,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Lolium perenne,Epichloe typhina],Not Specified,Present,"""Endophytic","Pathogenic""; Isolated from perennial ryegrass. LpTG-2 is a heteroploid derived from an interspecific hybrid of Acremonium lolii and Epichloe typhina.",Not Specified,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Pinus thunbergii par. and Pinus densiflora Sieb. et Zucc.,Endophytic Fungi (Unspecified),Needles,Present,Endophytic,Isolated from surface-sterilized roots,Forest,Japan,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Unknown,Acremonium,Not specified,Present,Endophytic,Association studied in context of enhanced plant resistance to insects,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Festuca arundinacea (Tall fescue),Clavicipitaceae > Acremonium coenophialum,Grass,Present,"""Endophytic","Pathogenic""; Causes damage to livestock; associated with ergopeptide alkaloid ergovaline and indole-isoprenoid lolitrems production.",Pasture,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Festuca arundinacea (Tall fescue),Acremonium lolii,Grass,Present,"""Endophytic","Pathogenic""; Causes damage to livestock; associated with ergopeptide alkaloid ergovaline and indole-isoprenoid lolitrems production.",Pasture,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Festuca arundinacea,Acremonium coenophialum,Not specified in text,Present,Endophytic,Symbiotic relationship with the host grass. The endophyte Acremonium coenophialum affects livestock health through the production of ergot alkaloids.,Pasture and turf grass,Upper South and lower Midwest USA,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Pinus radiata,['Cyclaneusma minus'],needle,Present,Endophytic (potential pathogenic activity),Associated with spring needle-cast; not constantly associated with recently cast needles on SNC-affected trees; Closed stands in Tasmania,"""Tasmania","Australia""",Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Lolium perenne,Acremonium lolii,lower leaf sheaths,Present,Pathogenic,"Isolated from perennial ryegrass causing staggers in sheep and cattle; ""Coastal region","northern California""",USA,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Thymelaea hirsuta,Aspergillus fumigatus,Seed,Present,Unknown,Isolated from seeds.,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Not specified,Sporothrix schenckii,Not specified,Present,Pathogenic,"""Causing chronic cutaneous or systemic fungal infection; found in soil; wild and domesticated plants; timber; sphagnum moss; and other organic matter.""",Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Lolium spp. (Ryegrasses),Acremonium loliae,Endophytic,Present,Endophytic,Resistance to Argentine stem weevil Listronotus bonariensis,Pasture,New Zealand,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Prickly Pear (Opuntia spp.),Vesicular-arbuscular Mycorrhizal Fungi (Endogonaceous fungi),Roots,Present,Mycorrhizal,"Infected roots; association furnishes nutrients to the host plants.; ""Lower Sonoran Desert Life Zone","Upper Sonoran Desert Life Zone""",,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Quarter Horse,Endophyte fungus-infected fescue seed,Placenta,Present,Endophytic,Isolated from the diet of pregnant mares,,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Not specified,Vesicular-arbuscular mycorrhizal (VAM) fungi,Soil,Present,"""Mutualistic","Mycorrhizal""; ""Formation or preservation of soil structure; uptake of bound soil water by plants.""",Not specified,Not specified,Abstract-CSV,DOI_nan
Not Relevant,Abstract,Abstract,0,,,Fungi (not specified),Sputum,Present,Pathogenic,,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Not specified,Not specified,leaf,Present,Unknown,,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Hordeum vulgare (Barley),Puccinia bordei (Brown Rust),"""Leaves","Whole Plant""",Present,Pathogenic; Benodanil reduces occurrence of rust.,Not Specified,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Metopolophium dirhodum,Entomophthora aphidis,Not Specified,Present,Pathogenic,Aphid-infecting Entomophthoraceae species found on cereal aphids; inhibition of infection and conidia production by systemic fungicides tested.,Not Specified,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Metopolophium dirhodum,Entomophthora thaxteriana,Not Specified,Present,Pathogenic,Aphid-infecting Entomophthoraceae species found on cereal aphids; inhibition of infection and conidia production by systemic fungicides tested.,Not Specified,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Macrosiphum (Sitobium) avenae,Entomophthora aphidis,Not Specified,Present,Pathogenic,Aphid-infecting Entomophthoraceae species found on cereal aphids; inhibition of infection and conidia production by systemic fungicides tested.,Not Specified,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Macrosiphum (Sitobium) avenae,Entomophthora thaxteriana,Not Specified,Present,Pathogenic,Aphid-infecting Entomophthoraceae species found on cereal aphids; inhibition of infection and conidia production by systemic fungicides tested.,Not Specified,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Nicotiana tabacum (Tobacco),Erysiphe cichoracearum,leaf,Present,Pathogenic,Powdery mildew caused by Erysiphe cichoracearum was controlled with a carbendazim concentration of 2.5 ?g/g in disks from sprayed leaves.,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Not specified,Nocardia sp.,Soil,Present,Unknown,Isolated from garden soil,Garden,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Unknown,Rusts (Basidiomycetes),Unknown,Present,Pathogenic,,Unknown,Unknown,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Artemisia (Medicinal Plant),Rhizoctonia solani AG1-IA,Not specified,Present,Biocontrol Agent,Isolated from medicinal plant Artemisia and showed antifungal activity against R. solani.,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Artemisia annua,Cercospora janseana,Leaves,Present,Pathogenic,"""Isolated from leaves; caused narrow brown spots on rice""",Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Dactylis glomerata (Cock's-foot),Neotyphodium spp.,Grass,Present,"""Endophytic","Toxigenic""; Lives in symbiosis with grasses; produces ergovaline which can be toxic to animals.",Pasture,Poland,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Solanum tuberosum (Potato),Phytophthora infestans,Leaf,Present,Pathogenic,Causative agent of late blight in potatoes; managed with fungicide applications,Agricultural field,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Uvaria grandiflora,Colletotrichum sp.,leaf,Present,Endophytic,"""Isolated from leaves; demonstrated antibacterial and antioxidant activities""",,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Sonneratia apetala,Aspergillus niger,leaves,Present,Endophytic,Isolated from leaves of the mangrove plant Sonneratia apetala.,Mangrove,Sundarbans (India-Bangladesh border),Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Pisum sativum L.,Rhizoctonia solani,Seeds,Present,Pathogenic,"""Artificially infected seeds; effectiveness of insolation and polyethylene layers for control.""",,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Not specified,Aspergillus amstelodami,Not specified,Present,Pathogenic or Resistant (based on the context of the text),Isolated as a result of fungicide exposure,Not specified,Saudi Arabia,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Manglietia glauca BL.,MgR3.1,Twig,Present,Endophytic,Isolated from twig of manglid plant.,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Manglietia glauca BL.,MgR3.2,Twig,Present,Endophytic,Isolated from twig of manglid plant.,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Manglietia glauca BL.,MgR3.3,Twig,Present,Endophytic,Isolated from twig of manglid plant.,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Manglietia glauca BL.,MgR3.4,Twig,Present,Endophytic,Isolated from twig of manglid plant.,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Manglietia glauca BL.,MgR3.5,Twig,Present,Endophytic,Isolated from twig of manglid plant.,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Cucumis dipsaceus Ehrenb. Ex Spach,Talaromyces radicus,Not specified,Present,Endophytic,Isolated from the plant host.,,,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Bambusa oldhamii Munro,Multiple (species not listed,Nodal segments,Present,Endophytic,Isolated during in vitro culture,Field-grown,Brazil,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Bambusa oldhamii Munro,increased understanding of diversity),Nodal segments,Present,Endophytic,Isolated during in vitro culture,Field-grown,Brazil,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Allium cepa L. (Shallot),Penicillium sp.,Leaves,Present,Antagonistic,"""Isolated from Artemisia leaves; exhibited inhibition rate against Fusarium oxysporum""",Not specified,Indonesia,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Cladophora glumerata,Aspergillus Niger,Not specified,Present,Endophytic,"""Isolated from filamentous algae in Radwaniyah and Musayib; Iraq""",Aquatic,Iraq,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Ginkgo biloba,Fusarium (strain J-1),Not specified,Present,Endophytic,Isolated from Ginkgo biloba,Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Saccharum officinarum (Sugarcane),Warcupiella spinulosa,Not specified,Present,Endophytic,"""Isolated from mangrove forest situated in Pichavaram; TamilNadu; India""",Mangrove Forest,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Oryza sativa L.,Sarocladium oryzae (Sawada) W. Gams & D. Hawksw.,Sheath,Present,Pathogenic,Isolated from diseased specimens collected from more than 55 different geographical locations across 15 states of India.,Agricultural field,India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Dahlia variabilis,Sporothrix sp.,Tubers,Present,"""Endophytic","with antifungal properties against Candida albicans""; Isolated from Dahlia tubers. Antifungal activity determined by agar disc diffusion method.",Not Specified,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Musa AAB (French plantain cultivar Nendran),Mycosphaerella eumusae,leaf,Present,Pathogenic,Causing Eumusae leaf spot disease; Agricultural field,"""Kerala","India""",Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Vitex rotundifolia,Penicillium sp. JVF17,leaf,Present,Endophytic,Isolated from a leaf of Vitex rotundifolia in coastal area of Jeju island.; Coastal area,"""Jeju Island","South Korea""",Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Schedonorus arundinaceus (Schreb.) Dumort,Epichloë coenophiala,Plants,Present,Endophytic,"""Asymptomatic infection; vertical transmission via infected seeds""",Perennial temperate grasses,Argentina,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Rhizophora mucronata Lam.,Trametes cubensis (Mont.) Sacc.,Leaf,Present,Endophytic,"""Isolated from leaves devoid of discoloration; wound; physical deformation; or necrosis.""; ""Mangrove ecosystem; Bicol Region","Philippines""",Philippines,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Lolium perenne (Perennial Ryegrass),['Neotyphodium coenophialum (Grass Endophyte)',leaf,Present,"""['Endophytic'","'Mycorrhizal']""; ""Grass endophyte and AMF (Claroideoglomus etunicatum and Rhizophagus intraradices) are present together; promoting growth and reducing leaf spot disease caused by Bipolaris sorokiniana.""",Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Lolium perenne (Perennial Ryegrass),'Claroideoglomus etunicatum (AMF)',leaf,Present,"""['Endophytic'","'Mycorrhizal']""; ""Grass endophyte and AMF (Claroideoglomus etunicatum and Rhizophagus intraradices) are present together; promoting growth and reducing leaf spot disease caused by Bipolaris sorokiniana.""",Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Lolium perenne (Perennial Ryegrass),'Rhizophagus intraradices (AMF)'],leaf,Present,"""['Endophytic'","'Mycorrhizal']""; ""Grass endophyte and AMF (Claroideoglomus etunicatum and Rhizophagus intraradices) are present together; promoting growth and reducing leaf spot disease caused by Bipolaris sorokiniana.""",Not specified,Not specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Hordeum brevisubulatum,Epichlo? sp.,Not specified,Present,Endophytic,Infected wild barley plants,,Pakistan,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Sugarcane (Saccharum spp.),Arbuscular Mycorrhizal Fungi,Root,Present,Mutualistic,"Isolated as bioinoculant in rooting medium under Sustainable Sugarcane Initiative (SSI) technology; ""Sugarcane Research Station","Cuddalore""",India,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Vitis vinifera,Microscopic fibrous fungi (Unspecified genus and species),Internal tissues,Present,Endophytic,"""Colonize the internal tissues of plants; may have beneficial effects such as growth promotion or resistance to biotic and abiotic stress.""",,Czech Republic,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Not Specified,['Alternaria chlamydospora',root,Present,Endophytic,Isolated from roots of plants growing in salt environments using ITS and 18S molecular methods.,Salt environments,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Not Specified,'Chaetomium coarctatum',root,Present,Endophytic,Isolated from roots of plants growing in salt environments using ITS and 18S molecular methods.,Salt environments,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Not Specified,'Embellisia phragmospora',root,Present,Endophytic,Isolated from roots of plants growing in salt environments using ITS and 18S molecular methods.,Salt environments,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Not Specified,'Phoma betae',root,Present,Endophytic,Isolated from roots of plants growing in salt environments using ITS and 18S molecular methods.,Salt environments,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Not Specified,'Fusarium equseti',root,Present,Endophytic,Isolated from roots of plants growing in salt environments using ITS and 18S molecular methods.,Salt environments,Not Specified,Abstract-CSV,DOI_nan
Relevant,Abstract,Abstract,0,,Not Specified,'Fusarium graminearum'],root,Present,Endophytic,Isolated from roots of plants growing in salt environments using ITS and 18S molecular methods.,Salt environments,Not Specified,Abstract-CSV,DOI_nan
