"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean"
"Relevant","abstract","abstract",0,"10.1111/j.1744-7348.1992.tb03420.x","mangifera indica (mango)","phomopsis mangiferae","""['stem tissue'","'inflorescence'","'pedicel']""","present; ""pathogenic; endophytic; saprotrophic""; ""isolated from stem tissue prior to inflorescence emergence; colonization of inflorescence and pedicel; primary route of infection for fruit which develop stem end rot during ripening""","not specified","not specified","abstract-csv","doi_10.1111_j.1744-7348.1992.tb03420.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1744-7348.1992.tb03420.x","mangifera indica (mango)","cytosphaera mangiferae","""['stem tissue'","'inflorescence'","'pedicel']""","present; ""pathogenic; endophytic; saprotrophic""; ""isolated from stem tissue prior to inflorescence emergence; colonization of inflorescence and pedicel; primary route of infection for fruit which develop stem end rot during ripening""","not specified","not specified","abstract-csv","doi_10.1111_j.1744-7348.1992.tb03420.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1744-7348.1992.tb03420.x","mangifera indica (mango)","pestalotiopsis sp.","""['stem tissue'","'inflorescence'","'pedicel']""","present; ""pathogenic; endophytic; saprotrophic""; ""isolated from stem tissue prior to inflorescence emergence; colonization of inflorescence and pedicel; primary route of infection for fruit which develop stem end rot during ripening""","not specified","not specified","abstract-csv","doi_10.1111_j.1744-7348.1992.tb03420.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1744-7348.1992.tb03420.x","mangifera indica (mango)","""""""dothiorella long""""""","""['stem tissue'","'inflorescence'","'pedicel']""","present; ""pathogenic; endophytic; saprotrophic""; ""isolated from stem tissue prior to inflorescence emergence; colonization of inflorescence and pedicel; primary route of infection for fruit which develop stem end rot during ripening""","not specified","not specified","abstract-csv","doi_10.1111_j.1744-7348.1992.tb03420.x","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1744-7348.1992.tb03420.x","mangifera indica (mango)","alternaria alternata","""['stem tissue'","'inflorescence'","'pedicel']""","present; ""pathogenic; endophytic; saprotrophic""; ""isolated from stem tissue prior to inflorescence emergence; colonization of inflorescence and pedicel; primary route of infection for fruit which develop stem end rot during ripening""","not specified","not specified","abstract-csv","doi_10.1111_j.1744-7348.1992.tb03420.x","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.apsoil.2021.103985","saccharum officinarum (sugarcane)",NA,"apoplast fluid","present","biocontrol agent (for colletotrichum falcatum)","isolated from apoplast fluid of sugarcane plants cultivated in brazil","not provided","brazil","abstract-csv","doi_10.1016_j.apsoil.2021.103985","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.apsoil.2021.103985","saccharum officinarum (sugarcane)","not a fungus)","apoplast fluid","present","biocontrol agent (for colletotrichum falcatum)","isolated from apoplast fluid of sugarcane plants cultivated in brazil","not provided","brazil","abstract-csv","doi_10.1016_j.apsoil.2021.103985","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.anifeedsci.2014.04.004","lolium perenne l (perennial ryegrass)","neotyphodium lolii","seeds and vegetative tissue","present","endophytic","""association leading to production of mycotoxin lolitrem b; isolated from plant materials""","(not provided)","france","abstract-csv","doi_10.1016_j.anifeedsci.2014.04.004","Abstract"
"Relevant","abstract","abstract",0,"10.1094/pdis-08-21-1743-re","gossypium hirsutum (upland)",NA,"not-specified","present","pathogenic","in vitro co-culture system for studying fungus pathogen.","not-specified","not-specified","abstract-csv","doi_10.1094_pdis-08-21-1743-re","Abstract"
"Relevant","abstract","abstract",0,"10.3390/microorganisms11041067","zea mays (maize)","beauveria bassiana","leaf","present","""endophytic","pathogenic""; foliar spray method for endophytic colonization",NA,NA,"abstract-csv","doi_10.3390_microorganisms11041067","Abstract"
"Relevant","full-text","full-text",11,"10.1007/s11105-018-1077-z","arabidopsis thaliana","serendipita indica","root","present","mutualistic","the plant host shows enhanced growth and stress resistance due to endophytic fungus colonization. mpk6 plays a crucial role in this interaction.; not specified","""austria","germany""","full-text","doi_10.1007_s11105-018-1077-z","Full-Text"
"Relevant","abstract","abstract",0,"10.1111/nph.15567","solanum tuberosum (potato)","verticillium dahliae","not specified","present","both endophytic and pathogenic","""isolated from potato; mint; mustard; and grasses. behaved as endophytes in mustard and barley.""","not specified","not specified","abstract-csv","doi_10.1111_nph.15567","Abstract"
"Relevant","abstract","abstract",0,"10.1021/acsomega.3c03865","randia grandifolia","daldinia eschscholtzii","not specified","present","biocontrol agent","isolated from the plant and exhibits antagonism towards mycena citricolor",NA,"not specified","abstract-csv","doi_10.1021_acsomega.3c03865","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00572-002-0164-y","rhizophora sp.","arbuscular mycorrhizal fungi","root","present","mycorrhizal","""inhabiting tidally inundated estuarine or marine sediments; intracellular hyphae and vesicles as the most discernible endophyte structures.""","mangrove forests","india","abstract-csv","doi_10.1007_s00572-002-0164-y","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00572-002-0164-y","avicennia sp.","arbuscular mycorrhizal fungi","root","present","mycorrhizal","""inhabiting tidally inundated estuarine or marine sediments; intracellular hyphae and vesicles as the most discernible endophyte structures.""","mangrove forests","india","abstract-csv","doi_10.1007_s00572-002-0164-y","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00572-002-0164-y","bruguiera sp.","arbuscular mycorrhizal fungi","root","present","mycorrhizal","""inhabiting tidally inundated estuarine or marine sediments; intracellular hyphae and vesicles as the most discernible endophyte structures.""","mangrove forests","india","abstract-csv","doi_10.1007_s00572-002-0164-y","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00572-002-0164-y","ceriops sp.","arbuscular mycorrhizal fungi","root","present","mycorrhizal","""inhabiting tidally inundated estuarine or marine sediments; intracellular hyphae and vesicles as the most discernible endophyte structures.""","mangrove forests","india","abstract-csv","doi_10.1007_s00572-002-0164-y","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00572-002-0164-y","acanthus sp.","arbuscular mycorrhizal fungi","root","present","mycorrhizal","""inhabiting tidally inundated estuarine or marine sediments; intracellular hyphae and vesicles as the most discernible endophyte structures.""","mangrove forests","india","abstract-csv","doi_10.1007_s00572-002-0164-y","Abstract"
"Relevant","abstract","abstract",0,"10.2307/3760590","achnatherum (stipa) inebrians","acremonium sp.","not specified","present","endophytic","probable cause of intoxicating effect on large grazing animals; northwestern china and mongolia","""china","mongolia""","abstract-csv","doi_10.2307_3760590","Abstract"
"Relevant","abstract","abstract",0,"10.3390/d12020055","terrestrial orchids (not specified species)",NA,"root","present","mutualistic (mycorrhizal)","inhabiting the mycorrhizal tissue of terrestrial orchids; ""andean ecosystems","southern chile""","chile","abstract-csv","doi_10.3390_d12020055","Abstract"
"Relevant","full-text","full-text",21,"10.1186/s12864-019-6256-2","mucor fuscus","mucor sp.","not specified","present","""saprotrophic","possibly pathogenic""; ""used in cheese production; sometimes described as opportunistic animal and human pathogen""","not specified","not specified","full-text","doi_10.1186_s12864-019-6256-2","Full-Text"
"Relevant","full-text","full-text",21,"10.1186/s12864-019-6256-2","mucor lanceolatus (used in cheese production)","mucor sp.","not specified","present","""saprotrophic","possibly pathogenic""; ""used in cheese production; sometimes described as opportunistic animal and human pathogen""","not specified","not specified","full-text","doi_10.1186_s12864-019-6256-2","Full-Text"
"Relevant","full-text","abstract",0,"10.1111/j.1570-7458.2008.00759.x","musa spec. (musaceae)","beauveria bassiana vuillemin","""roots","rhizomes","pseudostem bases""","present; endophytic; isolated from banana tissues and shown to reduce populations of cosmopolites sordidus and their damage.","not specified","not specified","abstract-csv","doi_10.1111_j.1570-7458.2008.00759.x","Full-Text"
"Relevant","full-text","abstract",0,"10.1111/j.1570-7458.2008.00759.x","genome group aaa-ea","beauveria bassiana vuillemin","""roots","rhizomes","pseudostem bases""","present; endophytic; isolated from banana tissues and shown to reduce populations of cosmopolites sordidus and their damage.","not specified","not specified","abstract-csv","doi_10.1111_j.1570-7458.2008.00759.x","Full-Text"
"Relevant","full-text","abstract",0,"10.1111/j.1570-7458.2008.00759.x","kibuzi cultivar","beauveria bassiana vuillemin","""roots","rhizomes","pseudostem bases""","present; endophytic; isolated from banana tissues and shown to reduce populations of cosmopolites sordidus and their damage.","not specified","not specified","abstract-csv","doi_10.1111_j.1570-7458.2008.00759.x","Full-Text"
"Relevant","abstract","abstract",0,"10.3389/fpls.2021.686274","plants (non-specific","arbuscular mycorrhizal fungi","seeds","present","mycorrhizal","inoculated seeds buffer sucrose stress during germination to restore normal respiration more efficiently.","(not provided in text)","(not provided in text)","abstract-csv","doi_10.3389_fpls.2021.686274","Abstract"
"Relevant","abstract","abstract",0,"10.3389/fpls.2021.686274","but likely includes the germinating seeds)","arbuscular mycorrhizal fungi","seeds","present","mycorrhizal","inoculated seeds buffer sucrose stress during germination to restore normal respiration more efficiently.","(not provided in text)","(not provided in text)","abstract-csv","doi_10.3389_fpls.2021.686274","Abstract"
"Relevant","abstract","abstract",0,"10.1023/a:1007027131613","lolium perenne (ryegrass)","neotyphodium lolii","not specified","present","endophytic","improves ryegrass resistance to drought","not specified","not specified","abstract-csv","doi_10.1023_a:1007027131613","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.bse.2009.03.010","lolium multiflorum lam.","glomus intraradices","shoots and roots","present","""endophytic","mycorrhizal""; ""plants with and without endophyte association; grown with and without mycorrhizal fungi glomus intraradices.""","not specified in text","italy","abstract-csv","doi_10.1016_j.bse.2009.03.010","Abstract"
"Relevant","abstract","abstract",0,"10.3390/jof8121297","setaria parviflora","microdochium bolleyi","leaf","present","endophytic","reported as an endophyte of setaria parviflora leaves.","not specified","china (yunnan province)","abstract-csv","doi_10.3390_jof8121297","Abstract"
"Relevant","abstract","abstract",0,"10.1111/j.1469-8137.1990.tb00450.x","vaccinium macrocarpon ait.","hymenoscyphus ericae korf and kernan","root","present","mycorrhizal","involved in regulation of iron uptake","heathland",NA,"abstract-csv","doi_10.1111_j.1469-8137.1990.tb00450.x","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01048825","zea mays l.","gigaspora margarita","root","present","endophytic","""inoculated in unsterilized tropical virgin soil; growth enhancement observed.""","tropical","brazil","abstract-csv","doi_10.1007_bf01048825","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01048825","zea mays l.","gigaspora gigantea","root","present","endophytic","""inoculated in unsterilized tropical virgin soil; growth enhancement observed.""","tropical","brazil","abstract-csv","doi_10.1007_bf01048825","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01048825","zea mays l.","scutellospora verrucosa","root","present","endophytic","""inoculated in unsterilized tropical virgin soil; growth enhancement observed.""","tropical","brazil","abstract-csv","doi_10.1007_bf01048825","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01048825","zea mays l.","scutellospora reticulata","root","present","endophytic","""inoculated in unsterilized tropical virgin soil; growth enhancement observed.""","tropical","brazil","abstract-csv","doi_10.1007_bf01048825","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01048825","zea mays l.","scutellospora gilmorei","root","present","endophytic","""inoculated in unsterilized tropical virgin soil; growth enhancement observed.""","tropical","brazil","abstract-csv","doi_10.1007_bf01048825","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01048825","zea mays l.","glomus manihotis","root","present","endophytic","""inoculated in unsterilized tropical virgin soil; growth enhancement observed.""","tropical","brazil","abstract-csv","doi_10.1007_bf01048825","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01048825","zea mays l.","acaulospora rehmii","root","present","endophytic","""inoculated in unsterilized tropical virgin soil; growth enhancement observed.""","tropical","brazil","abstract-csv","doi_10.1007_bf01048825","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01048825","zea mays l.","gigaspora","root","present","endophytic","""inoculated in unsterilized tropical virgin soil; growth enhancement observed.""","tropical","brazil","abstract-csv","doi_10.1007_bf01048825","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01048825","zea mays l.","scutellospora","root","present","endophytic","""inoculated in unsterilized tropical virgin soil; growth enhancement observed.""","tropical","brazil","abstract-csv","doi_10.1007_bf01048825","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01048825","zea mays l.","glomus","root","present","endophytic","""inoculated in unsterilized tropical virgin soil; growth enhancement observed.""","tropical","brazil","abstract-csv","doi_10.1007_bf01048825","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01048825","zea mays l.","acaulospora","root","present","endophytic","""inoculated in unsterilized tropical virgin soil; growth enhancement observed.""","tropical","brazil","abstract-csv","doi_10.1007_bf01048825","Abstract"
"Relevant","abstract","abstract",0,"10.1007/bf01048825","zea mays l.","entrophospora","root","present","endophytic","""inoculated in unsterilized tropical virgin soil; growth enhancement observed.""","tropical","brazil","abstract-csv","doi_10.1007_bf01048825","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.scitotenv.2022.157858","oryza sativa (rice)","gaeumannomyces","rhizosphere soil","present","""pathogenic","saprotrophic; unknown""; isolated from rhizosphere soil","agricultural field","(not provided in text)","abstract-csv","doi_10.1016_j.scitotenv.2022.157858","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.scitotenv.2022.157858","oryza sativa (rice)","acremonium","rhizosphere soil","present","""pathogenic","saprotrophic; unknown""; isolated from rhizosphere soil","agricultural field","(not provided in text)","abstract-csv","doi_10.1016_j.scitotenv.2022.157858","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.scitotenv.2022.157858","oryza sativa (rice)","curvularia","rhizosphere soil","present","""pathogenic","saprotrophic; unknown""; isolated from rhizosphere soil","agricultural field","(not provided in text)","abstract-csv","doi_10.1016_j.scitotenv.2022.157858","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.scitotenv.2022.157858","oryza sativa (rice)","fusarium","rhizosphere soil","present","""pathogenic","saprotrophic; unknown""; isolated from rhizosphere soil","agricultural field","(not provided in text)","abstract-csv","doi_10.1016_j.scitotenv.2022.157858","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.scitotenv.2022.157858","oryza sativa (rice)","schizothecium","rhizosphere soil","present","""pathogenic","saprotrophic; unknown""; isolated from rhizosphere soil","agricultural field","(not provided in text)","abstract-csv","doi_10.1016_j.scitotenv.2022.157858","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.scitotenv.2022.157858","oryza sativa (rice)","mortierella","rhizosphere soil","present","""pathogenic","saprotrophic; unknown""; isolated from rhizosphere soil","agricultural field","(not provided in text)","abstract-csv","doi_10.1016_j.scitotenv.2022.157858","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.scitotenv.2022.157858","oryza sativa (rice)","ellin6067 (subgroup_6","rhizosphere soil","present","""pathogenic","saprotrophic; unknown""; isolated from rhizosphere soil","agricultural field","(not provided in text)","abstract-csv","doi_10.1016_j.scitotenv.2022.157858","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.scitotenv.2022.157858","oryza sativa (rice)","gemmatimonas)","rhizosphere soil","present","""pathogenic","saprotrophic; unknown""; isolated from rhizosphere soil","agricultural field","(not provided in text)","abstract-csv","doi_10.1016_j.scitotenv.2022.157858","Abstract"
"Relevant","abstract","abstract",0,"10.1016/0167-8809(86)90123-4","hedysarum coronarium","glomus mosseae","root","present","mycorrhizal","tested for vesicular-arbuscular mycorrhizal (vam) inoculation. g. mosseae was the most efficient among the three tested endophytes.","not specified","not specified","abstract-csv","doi_10.1016_0167-8809(86)90123-4","Abstract"
"Relevant","abstract","abstract",0,"10.1016/0167-8809(86)90123-4","hedysarum coronarium","g. fasciculatus","root","present","mycorrhizal","tested for vesicular-arbuscular mycorrhizal (vam) inoculation. g. mosseae was the most efficient among the three tested endophytes.","not specified","not specified","abstract-csv","doi_10.1016_0167-8809(86)90123-4","Abstract"
"Relevant","abstract","abstract",0,"10.1016/0167-8809(86)90123-4","hedysarum coronarium","a glomus sp.","root","present","mycorrhizal","tested for vesicular-arbuscular mycorrhizal (vam) inoculation. g. mosseae was the most efficient among the three tested endophytes.","not specified","not specified","abstract-csv","doi_10.1016_0167-8809(86)90123-4","Abstract"
"Relevant","abstract","abstract",0,"10.1021/acs.jafc.3c03073","festuca sp.","epichloe festucae","not specified","present","endophytic","""symbiotic effects on the host phenotype were not observed for giga; gigc; or kexb mutants. delta gigb infection correlated with increased host tiller height and biomass; while only delta kexb exhibited an effect on endophyte morphology.""","grassland","not specified","abstract-csv","doi_10.1021_acs.jafc.3c03073","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11738-019-2997-4","triticum aestivum l.","arthrobacter sulfonivorans ds-68","root","present","endophytic","isolated from wheat roots and inoculated for biofortification of grains with iron.","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1007_s11738-019-2997-4","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s11738-019-2997-4","triticum aestivum l.","enterococcus hirae ds-163","root","present","endophytic","isolated from wheat roots and inoculated for biofortification of grains with iron.","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1007_s11738-019-2997-4","Abstract"
"Relevant","abstract","abstract",0,"10.1080/00275514.2021.1880216","carya illinoinensis","neofusicoccum caryigenum","leaf","present","pathogenic","causing leaf dieback disease","southeastern united states","united states","abstract-csv","doi_10.1080_00275514.2021.1880216","Abstract"
"Relevant","abstract","abstract",0,"10.3390/jof7050331","vigna radiata (green gram)","trichoderma hamatum","not specified","present","biocontrol agent","""inoculated with green gram; exhibits growth promotion and nematicidal activity""","not specified","not specified","abstract-csv","doi_10.3390_jof7050331","Abstract"
"Relevant","full-text","full-text",8,"10.1631/jzus.b1300056","anoectochilus formosanus hayata","mycena sp.","root","present","endophytic","""isolated from surface-sterilized roots; increased biomass and contents of kinsenosides and flavonoids in a. formosanus after symbiotic cultivation""","terrestrial","china (fujian province)","full-text","doi_10.1631_jzus.b1300056","Full-Text"
"Relevant","abstract","abstract",0,"10.1016/j.funeco.2020.100949","rhododendron maximum and rhododendron catawbiense",NA,"leaf","present","endophytic","""isolated from plant leaves; demonstrated pathogenicity on red oak; flowering dogwood and lupine.""","native stands in the eastern u.s.a.","usa","abstract-csv","doi_10.1016_j.funeco.2020.100949","Abstract"
"Relevant","abstract","abstract",0,"10.5943/mycosphere/7/9/15","arecaceae","oxydothis species","surface of host","present","unknown","""associated with various monocotyledons; form singly or in clusters as darkened; raised regions or dots on the surface of host.""","(not provided in text)","thailand","abstract-csv","doi_10.5943_mycosphere_7_9_15","Abstract"
"Relevant","abstract","abstract",0,"10.5943/mycosphere/7/9/15","pandanaceae","oxydothis species","surface of host","present","unknown","""associated with various monocotyledons; form singly or in clusters as darkened; raised regions or dots on the surface of host.""","(not provided in text)","thailand","abstract-csv","doi_10.5943_mycosphere_7_9_15","Abstract"
"Relevant","abstract","abstract",0,"10.5943/mycosphere/7/9/15","poaceae (bamboo)","oxydothis species","surface of host","present","unknown","""associated with various monocotyledons; form singly or in clusters as darkened; raised regions or dots on the surface of host.""","(not provided in text)","thailand","abstract-csv","doi_10.5943_mycosphere_7_9_15","Abstract"
"Relevant","abstract","abstract",0,"10.5943/mycosphere/7/9/15","liliaceae","oxydothis species","surface of host","present","unknown","""associated with various monocotyledons; form singly or in clusters as darkened; raised regions or dots on the surface of host.""","(not provided in text)","thailand","abstract-csv","doi_10.5943_mycosphere_7_9_15","Abstract"
"Relevant","abstract","abstract",0,"10.1080/00275514.2019.1664097","not_specified","ceriporia sensu lato","forest ecosystems (potentially saprotrophic or endophytic)","present","saprotrophic or endophytic","species of ceriporia are saprotrophs or endophytes in forest ecosystems. no specific context provided for interaction.","forest","not_specified","abstract-csv","doi_10.1080_00275514.2019.1664097","Abstract"
"Relevant","abstract","abstract",0,"10.1111/1755-0998.13538","not specified",NA,"plant material","present","unknown","""preserved with dess; stored at room temperature for up to four weeks""","not specified","not specified","abstract-csv","doi_10.1111_1755-0998.13538","Abstract"
"Relevant","full-text","full-text",14,"10.1007/s00248-024-02445-5","zea mays","latin name: fusarium",NA,"present","endophytic","isolated from seeds in hm-contaminated sites ayika (ak)","agricultural soil","china","full-text","doi_10.1007_s00248-024-02445-5","Full-Text"
"Relevant","full-text","full-text",14,"10.1007/s00248-024-02445-5","zea mays",NA,NA,"present","endophytic","isolated from seeds in hm-contaminated sites ayika (ak)","agricultural soil","china","full-text","doi_10.1007_s00248-024-02445-5","Full-Text"
"Relevant","full-text","full-text",14,"10.1007/s00248-024-02445-5","zea mays","latin name: saccharomycopsis",NA,"present","endophytic","isolated from seeds in hm-contaminated sites ayika (ak)","agricultural soil","china","full-text","doi_10.1007_s00248-024-02445-5","Full-Text"
"Relevant","full-text","full-text",14,"10.1007/s00248-024-02445-5","zea mays",NA,NA,"present","endophytic","isolated from seeds in hm-contaminated sites ayika (ak)","agricultural soil","china","full-text","doi_10.1007_s00248-024-02445-5","Full-Text"
"Relevant","full-text","full-text",14,"10.1007/s00248-024-02445-5","zea mays","latin name: lecanicillium",NA,"present","endophytic","isolated from seeds in hm-contaminated sites ayika (ak)","agricultural soil","china","full-text","doi_10.1007_s00248-024-02445-5","Full-Text"
"Relevant","full-text","full-text",14,"10.1007/s00248-024-02445-5","zea mays",NA,NA,"present","endophytic","isolated from seeds in hm-contaminated sites ayika (ak)","agricultural soil","china","full-text","doi_10.1007_s00248-024-02445-5","Full-Text"
"Relevant","abstract","abstract",0,"10.11646/phytotaxa.653.1.2","unspecified plant host that the dead leaves were isolated from","phyllosticta savannaensis","dead leaves","present","pathogenic","isolated from dead leaves","not specified","china","abstract-csv","doi_10.11646_phytotaxa.653.1.2","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.crmicr.2025.100402","musa sp. aab cv. manzano","talaromyces oaxaquensis","pseudostems","present","biocontrol agent","""inhibits the growth of fusarium oxysporum f. sp. cubense m5; no physical contact between the two fungi""","not specified","not specified","abstract-csv","doi_10.1016_j.crmicr.2025.100402","Abstract"
"Relevant","abstract","abstract",0,"10.1099/00221287-113-1-119","sporobolus poiretii","balansia epichloe","endophytic","present","endophytic","""parasitized by b. epichloe; producing alkaloids in vivo and in vitro""","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1099_00221287-113-1-119","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.ygeno.2018.09.003","m. endophyticus (plant endophyte)","mucor endophyticus","(not specified in text)","present","endophytic","isolated as a plant endophyte","(not specified in text)","(not specified in text)","abstract-csv","doi_10.1016_j.ygeno.2018.09.003","Abstract"
"Relevant","abstract","abstract",0,"10.1128/aem.34.5.576-581.1977","festuca arundinacea (tall fescue)","epichloe typhina","grasses","present","pathogenic","isolated from tall fescue varieties and hybrids. failed to produce stromata in fescue grasses but produced seasonally on bent grass.","grassland","not specified","abstract-csv","doi_10.1128_aem.34.5.576-581.1977","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10327-016-0648-9","medicinal plants (multiple)","dothiorella gregaria","not specified","present","biocontrol agent","isolated from medicinal plants for biocontrol and plant growth promotion","not specified","not specified","abstract-csv","doi_10.1007_s10327-016-0648-9","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10327-016-0648-9","medicinal plants (multiple)","sclerotinia sclerotiorum","not specified","present","biocontrol agent","isolated from medicinal plants for biocontrol and plant growth promotion","not specified","not specified","abstract-csv","doi_10.1007_s10327-016-0648-9","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10327-016-0648-9","medicinal plants (multiple)","botryosphaeria dothidea","not specified","present","biocontrol agent","isolated from medicinal plants for biocontrol and plant growth promotion","not specified","not specified","abstract-csv","doi_10.1007_s10327-016-0648-9","Abstract"
"Relevant","abstract","abstract",0,"10.1094/pdis-91-5-0525","citrus sp.","guignardia citricarpa","fruit","present","pathogenic","causes citrus black spot disease","(not provided in text)","(not provided in text)","abstract-csv","doi_10.1094_pdis-91-5-0525","Abstract"
"Relevant","abstract","abstract",0,"10.3390/ijms232214223","unknown",NA,"plant transcriptome","present","endophytic","obtained from plant transcriptome data","unknown","unknown","abstract-csv","doi_10.3390_ijms232214223","Abstract"
"Relevant","abstract","abstract",0,"10.1094/phyto-78-418","festuca arundinacea schreber","acremonium coenophialum","plants","present","endophytic","causes physiological disorder of cattle known as fescue toxicosis",NA,NA,"abstract-csv","doi_10.1094_phyto-78-418","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s00284-021-02483-z","solanum lycopersicum (tomato)","botrytis cinerea","not specified","present","pathogenic","""does not provide specific context for the endophytic bacteria-tomato interaction; but mentions that some bacterial strains protect tomatoes from b. cinerea.""","sahara desert","not specified","abstract-csv","doi_10.1007_s00284-021-02483-z","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.micpath.2017.06.033","ferula sumbul","epicoccum nigrum","endophyte","present","unknown","isolated from the host ferula sumbul",NA,NA,"abstract-csv","doi_10.1016_j.micpath.2017.06.033","Abstract"
"Relevant","abstract","abstract",0,"10.1094/mpmi-03-12-0071-r","arabidopsis thaliana","piriformospora indica","roots","present","""endophytic","mutualistic""; growth-promoting and root-colonizing endophyte. requires cytoplasmic calcium elevation and mitogen-activated protein kinase 3.",NA,NA,"abstract-csv","doi_10.1094_mpmi-03-12-0071-r","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.agee.2012.03.011","winter cereals","arbuscular mycorrhizal fungi","root","present","mycorrhizal","colonization is high in organic crops but associated with p deficiency.","agricultural systems","australia","abstract-csv","doi_10.1016_j.agee.2012.03.011","Abstract"
"Relevant","abstract","abstract",0,"10.1016/j.agee.2012.03.011","wheat","arbuscular mycorrhizal fungi","root","present","mycorrhizal","colonization is high in organic crops but associated with p deficiency.","agricultural systems","australia","abstract-csv","doi_10.1016_j.agee.2012.03.011","Abstract"
"Relevant","abstract","abstract",0,"10.1139/b06-085","arnica sp.","arbuscular mycorrhizae","root","present","mycorrhizal","""abundant in arctic asteraceae; compared with congeners from saskatoon and other arctic species. hyphal coils predominate near the epidermis; arbuscules near the vascular cylinder.""","arctic","canada","abstract-csv","doi_10.1139_b06-085","Abstract"
"Relevant","abstract","abstract",0,"10.1139/b06-085","erigeron sp.","arbuscular mycorrhizae","root","present","mycorrhizal","""abundant in arctic asteraceae; compared with congeners from saskatoon and other arctic species. hyphal coils predominate near the epidermis; arbuscules near the vascular cylinder.""","arctic","canada","abstract-csv","doi_10.1139_b06-085","Abstract"
"Relevant","abstract","abstract",0,"10.1139/b06-085","taraxacum sp.","arbuscular mycorrhizae","root","present","mycorrhizal","""abundant in arctic asteraceae; compared with congeners from saskatoon and other arctic species. hyphal coils predominate near the epidermis; arbuscules near the vascular cylinder.""","arctic","canada","abstract-csv","doi_10.1139_b06-085","Abstract"
"Relevant","abstract","abstract",0,"10.1111/1462-2920.16227","plant root","arbuscular mycorrhizal fungi","root","present","""mutualistic","endophytic""; co-inhabiting plant roots; not exclusively due to the presence of known amf endobacteria","natural and agricultural ecosystems","(not provided in the text)","abstract-csv","doi_10.1111_1462-2920.16227","Abstract"
"Relevant","abstract","abstract",0,"10.1007/s10658-012-0033-2","cucurbita pepo (styrian oil pumpkin)","didymella bryoniae",NA,"present","pathogenic","caused substantial yield losses","field","austria","abstract-csv","doi_10.1007_s10658-012-0033-2","Abstract"
"Relevant","abstract","abstract",0,"10.1111/nph.19479","lycoris radiata","pathogenic fungi","leaves","present","pathogenic","""interplay between amaryllidaceae alkaloids and pathogenic fungi; antimicrobial activity against endophytic bacteria and pathogenic fungi.""",NA,NA,"abstract-csv","doi_10.1111_nph.19479","Abstract"
"Relevant","abstract","abstract",0,"10.3114/sim.2023.105.03",NA,"clonostachys spp.","plant tissue (not specified)","present","unknown","forming reduced perithecial stroma superficially on plant tissue","soil","netherlands","abstract-csv","doi_10.3114_sim.2023.105.03","Abstract"
