"code","iso","country","PCR.raw.1961","PCR.raw.1962","PCR.raw.1963","PCR.raw.1964","PCR.raw.1965","PCR.raw.1966","PCR.raw.1967","PCR.raw.1968","PCR.raw.1969","PCR.raw.1970","PCR.raw.1971","PCR.raw.1972","PCR.raw.1973","PCR.raw.1974","PCR.raw.1975","PCR.raw.1976","PCR.raw.1977","PCR.raw.1978","PCR.raw.1979","PCR.raw.1980","PCR.raw.1981","PCR.raw.1982","PCR.raw.1983","PCR.raw.1984","PCR.raw.1985","PCR.raw.1986","PCR.raw.1987","PCR.raw.1988","PCR.raw.1989","PCR.raw.1990","PCR.raw.1991","PCR.raw.1992","PCR.raw.1993","PCR.raw.1994","PCR.raw.1995","PCR.raw.1996","PCR.raw.1997","PCR.raw.1998","PCR.raw.1999","PCR.raw.2000","PCR.raw.2001","PCR.raw.2002","PCR.raw.2003","PCR.raw.2004","PCR.raw.2005","PCR.raw.2006","PCR.raw.2007","PCR.raw.2008","PCR.raw.2009","PCR.raw.2010","PCR.raw.2011","PCR.raw.2012","PCR.raw.2013","PCR.raw.2014","PCR.raw.2015","PCR.raw.2016","PCR.raw.2017","PCR.raw.2018","PCR.raw.2019","PCR.raw.2020","PCR.raw.2021"
356,"IND","India",3.0783,3.08,3.1203,3.1357,2.9527,2.8935,3.135,3.3649,3.482,3.7088,3.7749,3.5444,3.8383,3.5668,4.0417,3.9666,4.3075,4.4786,4.1398,4.2133,4.5772,4.4283,5.0561,5.091,5.0675,5.0305,4.8607,5.6446,6.1618,6.0387,6.2026,6.5514,6.6475,6.8365,7.0492,7.2887,7.3653,7.3867,7.6849,7.5497,7.7015,6.8659,7.7398,7.737,8.1139,8.5386,9.4378,9.3383,9.0458,10.0996,10.786,10.9509,11.1971,11.2103,10.5224,11.0594,11.7069,12.0059,12.3016,12.6082,13.1022
360,"IDN","Indonesia",3.0836,3.3217,3.0424,3.3503,3.2669,3.4597,3.2878,3.879,3.9123,4.1331,4.2762,4.161,4.5783,4.6665,4.7029,4.7523,4.9078,5.3495,5.5,5.9818,6.5378,6.2797,6.7923,7.3848,7.0086,7.1512,6.8064,7.0925,7.4436,7.4973,8.1141,8.9473,8.7292,8.6624,9.0599,8.9661,8.4847,8.7083,8.3401,8.216,7.9092,7.9027,8.0336,8.2818,8.6536,8.475,8.4515,8.9105,9.1495,9.9185,9.831,10.3197,10.286,10.1507,10.2063,9.7492,10.0487,10.3545,9.4409,9.7153,9.5783
364,"IRN","Iran",1.5642,1.5372,1.5315,1.5642,1.9809,2.1556,2.0048,2.3506,2.2664,2.3003,2.0422,2.327,2.2891,2.4743,2.7468,3.0855,2.893,3.0573,2.8174,3.1932,3.374,3.7036,3.3779,3.5086,3.6327,3.9986,3.8945,3.7327,3.4766,4.4122,4.2434,4.6418,4.6849,4.7385,4.9145,4.8515,4.8413,5.5644,4.6324,4.783,4.9202,6.0814,6.3406,6.4416,6.5275,6.6044,6.9651,4.3341,5.6656,6.1513,5.3406,5.5412,5.8568,6.1875,6.4654,7.4285,6.3553,6.0202,6.7095,5.2845,5.0234
368,"IRQ","Iraq",1.7323,2.1087,1.351,1.5597,1.8582,1.7635,1.9186,2.532,2.252,2.0285,1.6475,3.257,1.5849,1.7959,1.4051,1.9139,1.4686,1.6467,1.4186,1.7134,1.7866,1.8394,1.6526,1.2305,2.522,2.0816,1.6553,2.1977,1.6213,3.0345,2.1716,2.4336,2.6158,2.5899,2.5585,2.9241,2.6251,2.8805,2.3175,1.6573,2.5586,4.3725,3.7306,3.3764,3.5775,3.493,3.3154,2.6409,3.3015,4.5978,4.2715,4.5966,5.6213,5.5042,2.7583,3.089,2.8982,2.1369,5.1021,6.5491,4.102
372,"IRL","Ireland",11.309,11.7918,11.0955,10.217,10.7917,11.4043,12.5752,13.7727,13.3633,12.856,14.3133,13.1911,13.6411,14.2238,14.6676,13.5942,17.3435,15.9764,16.3049,15.9845,16.4479,18.5926,17.4175,21.1139,17.8207,17.9125,20.9885,21.2991,20.2313,22.1398,22.2917,22.9368,18.2736,19.0784,20.7806,23.6882,20.6136,19.1528,19.2308,19.4945,18.3592,16.5737,17.5985,20.9349,17.5183,17.7848,17.2492,19.7823,17.654,18.7185,21.983,17.8114,20.2329,21.9048,23.3507,20.3961,21.4443,15.8023,20.3946,17.4144,21.9182
833,"IMN","Isle of Man",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"ISR","Israel",5.126,4.9374,4.8039,6.997,7.317,5.9887,8.3251,7.8121,8.2009,7.5963,8.9924,10.9725,9.4305,11.0468,10.4529,10.8323,11.6995,12.4189,11.3363,13.2756,13.7141,13.128,15.9796,12.1056,13.9018,11.9047,12.3386,11.5103,10.3659,12.3807,8.2217,10.0242,9.0124,8.339,11.0734,11.9552,10.5409,11.2926,8.1178,8.6656,8.796,9.5586,9.3358,11.9599,11.3632,11.5986,11.0874,9.5392,9.8833,10.5588,11.4765,12.0377,12.1727,11.9365,11.8285,11.1411,8.2284,7.0845,8.2452,7.9324,7.868
380,"ITA","Italy",6.2381,6.0786,6.5629,6.3199,6.7055,6.5777,7.3755,6.798,7.2797,7.194,9.0772,8.1439,8.7276,8.6766,9.532,8.5267,8.7211,8.9989,9.1562,10.0291,10.0038,9.0673,10.4934,9.5558,9.975,9.9195,11.2765,9.986,10.6661,9.1735,11.6635,11.014,10.9806,11.0186,11.7493,11.2783,12.0419,11.623,12.0895,11.3717,11.1768,11.8358,10.8502,13.7002,13.1266,12.4308,12.4293,12.6167,11.8415,11.8903,12.6951,11.5476,12.1001,11.8716,12.2062,11.7511,11.252,10.7999,10.6079,10.7925,10.6369
388,"JAM","Jamaica",7.6474,7.4023,7.8398,8.2235,8.9168,9.1411,8.7311,8.4197,7.6098,8.163,8.7772,8.5977,7.5445,7.9232,7.5017,7.4905,7.5063,8.3413,7.9359,7.8458,7.2329,6.8816,7.041,7.6634,7.5233,8.0021,7.9956,8.7043,6.7518,7.1701,7.6377,8.2196,7.9243,8.5603,8.1735,8.6241,8.1131,7.8613,7.7721,6.9865,7.5086,8.1261,8.0676,8.0396,7.3762,8.7456,8.9544,8.8743,8.4481,6.5321,6.9972,7.1054,7.1624,7.7635,7.5038,7.0305,7.0587,7.2147,6.9658,6.4149,6.7682
392,"JPN","Japan",14.7588,14.81,14.1036,13.7912,13.8372,13.6544,14.8392,15.0149,14.4242,13.0786,11.7529,12.5675,12.5119,12.438,13.0892,12.2206,13.3841,12.9842,12.8457,11.3006,11.6704,12.1265,11.9891,13.1712,13.1301,13.2166,12.602,12.1112,12.4104,12.4397,11.5887,12.3057,10.0046,13.0225,12.2039,11.9007,11.9128,11.0611,11.3897,11.757,11.6111,11.649,10.7327,11.4142,11.7789,11.2479,11.6404,11.8403,11.1598,10.9261,11.1435,11.5743,11.5305,11.7123,11.7037,11.383,11.6382,11.2768,11.6958,11.5502,11.7971
832,"JEY","Jersey",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,"JOR","Jordan",7.1043,3.751,3.6442,9.5619,7.9089,3.882,7.1085,2.6886,3.9769,1.5057,3.6816,4.7846,1.3718,5.5781,1.4239,2.0684,1.7493,2.5957,1.0767,3.9242,2.2744,2.6962,3.0189,3.5517,2.7755,2.206,2.8302,4.02,2.5396,6.12,5.224,5.1403,3.4882,5.3595,4.4056,5.6684,4.6969,6.9091,3.2909,6.5301,4.397,9.0838,7.1158,7.528,7.6381,7.947,8.3913,7.1056,7.3468,9.7167,9.0524,7.9351,7.2378,7.9131,9.4425,7.9709,8.9148,8.3843,10.2265,9.613,9.7109
398,"KAZ","Kazakhstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3444,2.4311,1.9099,1.1746,1.4092,1.5606,0.8792,1.8581,1.6587,2.3368,2.4205,2.3099,2.007,2.2135,2.5501,3.0367,2.3788,3.1097,1.9652,3.998,2.1303,2.9263,2.784,2.9516,3.3037,3.4712,3.5239,3.1398,3.4596,2.9204
404,"KEN","Kenya",1.9847,2.1123,2.2845,2.3176,2.3789,2.2875,2.5929,2.8925,2.9665,2.8538,2.8225,2.9969,3.2467,3.3824,3.2425,3.6999,3.7625,3.5768,3.3803,3.2462,3.3088,3.8951,3.7717,2.9369,3.3282,3.7276,3.3151,3.5163,3.4509,3.4304,3.8195,3.7813,3.6114,3.9121,3.8953,3.8554,3.7164,4.1798,3.9659,3.7548,4.3265,4.3535,4.4853,4.2088,4.81,5.119,4.998,4.4393,4.3535,5.4219,4.9797,5.6794,5.8188,5.5947,5.8552,5.3812,5.1375,6.0141,5.8144,6.3659,5.6869
296,"KIR","Kiribati",4.3363,3.8686,3.0252,3.2724,4.7395,4.5636,6.0692,3.9392,4.0146,4.2967,5.1345,3.3459,4.9746,6.4657,3.0235,4.6179,4.6899,5.7974,5.1089,4.4872,6.2183,5.5377,4.1626,6.9518,7.0175,7.6895,8.3605,9.2636,5.8881,4.2398,5.5345,5.7032,6.0143,6.0246,6.0269,7.3641,7.3688,8.5072,8.5143,7.725,7.7311,7.7412,7.7499,10.3052,10.3122,12.5588,13.0154,13.0213,13.0213,13.0208,13.018,13.288,13.455,13.3001,13.3187,18.7561,18.7543,16.5208,13.8399,13.8395,14.381
689,"XKX","Kosovo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"KWT","Kuwait",2.6737,3.2943,3.4669,4.0363,4.8052,5.3447,6.1627,7.353,8.7244,9.7465,11.2339,10.779,17.8755,24.5965,18.2708,18.1582,19.9928,17.8254,20.0907,23.8707,13.8391,11.3432,11.161,9.1432,16.4243,15.3222,17.9992,16.8354,17.2254,11.9958,3.9258,4.1101,8.0968,10.3935,13.7887,14.7468,16.3282,19.1856,18.0001,13.2506,10.3471,11.724,14.4604,14.1397,15.7565,18.5227,19.4553,17.7997,17.5894,19.0856,27.314,24.9021,25.6068,28.5943,23.5479,19.5894,20.3626,22.8035,28.8313,28.4165,26.6162
417,"KGZ","Kyrgyzstan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2229,4.9382,3.7255,3.5652,4.81,5.6892,5.9636,6.2452,6.1949,7.0026,6.8686,6.8823,7.2773,6.9903,6.7379,6.4178,6.4059,7.214,6.4512,6.7099,6.0315,6.9757,5.9466,7.1647,7.3665,7.3949,7.6567,7.7534,7.7152,6.1058
418,"LAO","Laos",2.8559,2.7433,2.782,3.8129,3.8592,3.8732,4.1827,4.0086,4.5367,4.5549,4.1638,3.9554,4.1058,4.0836,4.0015,3.1667,3.3691,3.1689,3.9023,4.5501,4.9497,4.7271,4.6814,5.4158,5.4846,5.6396,4.9666,4.3976,5.7313,6.2016,5.2072,6.1353,5.3755,6.3698,5.6949,5.7151,6.3424,6.5248,7.6134,8.1866,7.997,8.1328,7.6527,7.8761,8.1787,8.192,8.6685,9.6995,9.909,9.5636,9.7667,10.2346,10.3422,12.3797,13.326,13.8627,13.1038,12.8238,12.9183,13.6587,15.5969
428,"LVA","Latvia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.244,3.4383,2.5092,3.4529,4.3642,4.5349,4.2407,3.9496,4.4564,4.5236,5.1892,4.9042,5.3933,6.1671,4.8753,6.5067,7.0333,6.9458,6.3128,6.3031,9.0006,8.204,8.4611,11.7305,10.3407,10.7163,7.7847,11.7369,12.922,10.9259
422,"LBN","Lebanon",5.2634,3.9833,4.9954,4.3655,4.4558,4.2255,5.3337,3.94,3.604,3.8714,4.3682,4.6005,3.9275,5.4736,3.8121,3.9678,3.6164,4.641,3.7001,5.1994,3.5102,5.2111,3.8762,4.6142,4.8466,5.7117,6.9043,6.4556,7.078,7.8209,8.0294,9.8201,8.4719,9.5516,9.9558,11.0198,9.7984,9.3219,10.3909,13.4628,10.382,12.88,10.2193,13.101,10.4449,13.0129,10.3644,11.6144,10.4913,14.3082,10.8962,10.5751,11.8052,12.344,13.1111,14.3269,14.2645,13.8102,13.473,13.0099,12.468
426,"LSO","Lesotho",2.4958,2.3906,2.3664,2.3274,2.2825,2.3653,2.2762,2.2043,2.1784,1.9489,2.1463,1.1402,1.6664,2.8921,1.8168,1.5089,3.6374,3.7906,2.9463,2.5347,2.1609,1.772,1.7079,1.7388,2.1211,1.7872,1.7167,2.5656,2.5477,2.8456,0.9328,1.1906,1.7878,2.5362,1.1478,2.9989,2.6144,2.2182,2.2966,2.0233,3.0961,2.0867,1.7179,1.5712,1.5213,1.6139,1.1419,1.0339,1.1193,2.2278,1.6173,1.6439,1.9655,1.8861,1.8887,0.6457,2.0544,1.5875,0.5952,0.5779,1.2734
430,"LBR","Liberia",1.2124,1.2673,1.2946,1.3454,1.394,1.483,1.489,1.5694,1.6115,1.808,1.945,1.9601,2.0251,2.2063,2.1267,2.226,2.2746,2.2188,2.2259,2.2372,2.3683,2.4427,2.4509,2.5263,2.5072,2.4686,2.5008,2.5476,2.5241,2.0978,1.5599,1.6746,1.4402,1.3016,1.3265,1.6254,2.1738,2.2819,2.1926,2.1379,1.9663,1.8133,1.7745,1.8354,2.0474,2.0582,2.4563,2.641,2.4894,2.5035,2.3811,2.4338,2.2933,2.2607,2.4558,2.8706,2.28,2.3636,2.4788,2.5459,2.4422
434,"LBY","Libya",0.4199,0.4567,0.4437,0.3634,0.772,0.7516,0.9357,0.926,0.6058,0.5337,0.2495,0.8062,1.2342,0.8892,1.2524,1.4002,0.5958,1.2817,0.9991,1.2397,1.2936,1.3647,1.5913,1.2579,1.2395,1.341,1.1528,1.1829,1.2687,1.2006,1.2151,1.2063,1.226,1.2883,1.3611,1.36,1.4518,1.6268,1.879,1.5212,1.4591,1.4915,1.5611,1.6157,1.6717,1.6448,1.6509,1.6541,1.6365,1.7629,1.8745,1.9473,1.9273,1.914,1.773,1.913,1.7389,1.861,1.7579,1.7364,1.7367
438,"LIE","Liechtenstein",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,"LTU","Lithuania",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3011,4.2252,3.4775,3.1811,4.2953,4.7637,4.5987,3.6429,4.4622,6.5796,7.4381,8.043,8.2439,6.8352,4.7097,7.7119,8.4553,8.8072,6.7055,7.5824,10.1127,9.3909,10.3561,13.6085,12.6655,13.5626,10.0017,12.12,15.1185,12.5419
442,"LUX","Luxembourg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3515,9.8511,11.7946,11.3822,12.7816,11.5695,11.7804,11.0229,13.1151,13.223,11.6079,10.6133,10.6533,11.8358,11.5411,11.8162,9.5312,10.2191,10.6313,10.7261,9.6854,9.1502
446,"MAC","Macao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"MDG","Madagascar",3.1125,3.1874,3.2396,3.3987,3.2871,3.2966,3.4473,3.5283,3.6391,3.7014,3.6391,3.6249,3.5994,3.8489,3.3982,3.5731,3.3134,3.0498,3.1743,3.2208,3.1059,3.0542,3.2787,3.3083,3.3467,3.4765,3.31,3.2832,3.5236,3.4966,3.4392,3.4553,3.5163,3.3468,3.452,3.5238,3.5988,3.5014,3.6275,3.5068,3.6326,3.4965,3.7731,4.0019,4.4699,4.6054,4.7048,4.9738,5.4949,5.6571,5.4079,5.6707,4.8212,5.1314,4.8846,4.9623,4.7554,5.0778,4.9945,5.2095,5.3545
454,"MWI","Malawi",3.105,3.1106,2.7581,3.0499,2.8103,2.7945,3.5056,3.0265,2.992,2.8386,3.3345,3.4252,3.3624,3.3574,3.124,3.364,3.801,3.7205,3.6427,3.6054,3.6138,3.6769,3.5744,3.6549,3.6967,3.4768,3.3007,3.6506,3.5933,3.3813,3.8202,2.4165,4.3833,3.2259,4.135,4.5103,3.8232,4.2534,4.9587,5.1434,4.6103,3.953,4.4743,4.2386,3.2982,5.0826,6.0193,5.3881,6.47,6.2283,6.7342,7.4146,7.5312,8.255,6.8662,6.2731,7.8139,7.1329,7.9286,8.4022,9.0361
458,"MYS","Malaysia",2.9084,2.8034,2.8114,2.6273,2.7234,2.8204,2.7733,3.0825,3.2209,3.3768,3.5148,3.5141,3.6831,3.9253,4.0779,4.0671,4.0287,3.9441,4.3951,4.6643,4.8095,5.1538,4.6505,5.1545,5.3087,5.2562,4.8415,5.0162,5.3074,5.4019,5.3736,5.5887,6.2404,6.0545,6.4,6.5917,6.8739,6.3493,7.5073,7.7334,7.928,7.9388,8.5643,8.8821,9.3401,9.8206,9.7239,10.5333,10.2077,9.7547,10.5492,10.3357,10.0078,9.7454,9.7379,8.7458,10.0121,9.6676,9.6484,9.4849,9.0447
462,"MDV","Maldives",7.9153,8.1976,8.4981,8.7846,9.0511,10.7998,11.3827,11.6877,11.7649,12.0171,9.1899,6.5072,6.5074,6.4141,9.0913,6.8233,8.7939,7.1965,5.6368,8.4865,8.5055,7.5395,8.2165,8.757,8.8579,8.95,8.1797,8.4619,9.058,7.1131,6.6164,7.4377,7.3307,7.292,7.4809,8.375,8.1069,7.5981,6.9536,7.5646,8.3688,6.9032,10.2577,13.7099,8.871,8.9138,6.244,7.5585,9.382,8.6414,8.8604,5.8423,4.8889,6.6163,7.3835,8.1987,8.0092,9.7931,14.4992,15.062,5.0228
466,"MLI","Mali",3.1714,3.3111,3.1742,2.9475,3.0393,3.1113,3.4101,3.1632,3.5955,3.2295,3.3301,2.9307,2.9669,3.5095,4.0699,3.6163,3.4225,3.6596,3.5394,3.146,3.4671,3.8191,4.0998,3.5371,4.7806,4.9824,4.7429,6.2037,5.838,5.5789,6.9818,5.9377,4.3351,4.7405,4.5868,3.4822,3.6503,3.9741,4.1949,3.1341,4.0914,3.4631,3.8264,4.1026,3.8583,3.6474,3.5632,3.9236,4.4634,4.2701,5.0937,5.1042,5.2316,5.246,5.5566,6.0733,6.0377,6.499,6.5129,5.6202,5.5879
470,"MLT","Malta",4.3483,4.774,5.2309,5.4962,5.53,4.5342,5.0166,4.9252,5.3745,4.3084,4.6783,5.0097,4.8719,4.7219,5.2834,5.9563,5.4621,5.0178,5.718,6.9751,6.4328,7.2306,7.492,6.7432,6.724,6.603,6.6009,6.5385,6.812,6.9407,6.5901,7.1079,7.3516,7.8758,9.6603,9.8681,12.6755,14.3651,14.1438,14.4733,12.4771,13.1187,11.6776,12.7918,13.6883,14.1568,14.0511,15.7668,14.3936,13.2855,13.4263,12.5665,12.7002,12.9165,11.972,11.591,12.4674,3.7888,3.5202,3.6471,3.7096
584,"MHL","Marshall Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,"MRT","Mauritania",1.675,1.7051,1.74,1.7532,1.9018,1.7572,1.7691,1.8333,1.9815,1.6575,1.3718,1.1202,0.9338,1.5455,1.5845,1.4631,1.1837,1.4464,1.341,1.4598,1.5674,1.4029,1.0196,1.0923,1.7573,1.8445,1.9913,2.1081,2.1269,1.2762,1.2914,1.2631,1.7349,2.0578,2.2308,2.3133,1.6777,1.9202,2.047,1.9775,1.5685,1.4702,2.0049,1.4451,1.9609,1.9144,2.0461,2.1083,2.0567,2.7281,2.0512,3.1374,2.9009,3.221,2.9107,2.8892,3.2381,3.6864,3.143,3.5584,4.009
480,"MUS","Mauritius",17.1678,15.9946,19.7333,15.1735,20.3101,16.9391,18.9152,15.7978,17.7361,15.4976,15.9763,18.8297,18.6138,17.8381,13.0053,18.8945,17.787,18.5044,18.5996,13.6229,15.8281,19.4523,15.7135,15.2037,16.8762,18.1508,18.5518,16.6554,16.5686,17.0851,17.4446,18.1385,17.3651,15.8733,17.1973,17.5714,19.5124,19.4102,13.5303,17.4509,19.5128,16.7905,18.0562,18.516,17.8209,17.4032,16.0078,17.2025,17.8095,16.7539,16.6602,16.0313,15.6844,16.5951,16.3005,15.5064,15.2191,12.9749,13.96,10.8904,11.1748
484,"MEX","Mexico",2.873,3.022,3.276,3.8217,4.114,4.2553,4.2411,4.5557,4.2764,4.7302,4.8042,4.77,4.961,5.1134,5.2134,4.8406,5.616,5.8619,5.3543,6.1096,6.7979,5.8783,6.2715,6.7565,7.2536,6.5035,6.4962,5.6786,5.3328,5.6927,5.2965,5.3881,5.0807,5.5767,5.679,6.162,5.9372,6.1679,5.7954,5.7557,6.3613,5.9997,6.4355,6.4996,5.9836,6.5165,6.7467,6.8994,6.3022,6.9124,6.211,7.116,7.242,7.9765,7.481,8.1896,8.9036,8.9871,9.0106,8.631,8.8193
583,"FSM","Micronesia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0492,0.0512,0.0526,0.0549,46.1842,46.1563,46.1566,46.1522,46.2501,46.2588,46.2669,46.2742,46.2806,43.7485,40.6135,37.8946,38.0014,37.8867,47.3391,47.3134,68.2889,75.9788,76.1712,99.7458,98.1743,99.7255,99.7635,99.7737,99.7682,99.7836,100.0196
498,"MDA","Moldova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2602,7.5668,4.3119,6.1112,4.9016,7.166,5.2994,4.8806,4.3872,5.6661,5.685,4.7302,6.2603,6.2135,5.5079,3.8997,7.1052,4.9804,5.7652,5.9426,4.68,6.468,7.7354,5.7006,7.7207,8.7995,9.2026,9.2998,4.6953,11.4753
492,"MCO","Monaco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
496,"MNG","Mongolia",0.7981,1.7695,1.7347,1.7093,1.4691,1.1812,1.5841,1.1034,0.7057,1.5019,1.8711,1.0311,2.2586,1.5491,2.2798,1.5503,1.4719,1.2171,1.1426,0.9655,1.1259,1.7401,2.4245,1.7866,2.5632,2.6286,2.08,2.3644,2.4486,2.0988,1.7334,1.4465,1.4065,1.0145,0.8098,0.6852,0.8131,0.6236,0.624,0.5408,0.5505,0.4927,0.647,0.5754,0.3714,0.6571,0.5661,0.8731,1.4233,1.3257,1.5419,1.7102,1.5572,1.9738,0.9072,1.6765,0.8981,1.6041,1.6102,1.5687,2.284
499,"MNE","Montenegro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2336,5.8721,7.2665,7.6233,7.4813,8.1088,6.947,7.4835,7.5424,7.8705,8.1088,7.6426,7.6664,7.0093,7.2925,7.1904
504,"MAR","Morocco",1.2527,2.3672,2.6046,2.3867,2.542,1.8046,2.3163,4.1699,2.8143,2.8299,3.6996,3.366,2.4117,3.4208,2.7757,3.7438,2.0104,2.9693,2.945,2.9452,1.7283,3.2494,2.5436,2.6334,3.4174,4.5941,3.0706,4.6055,4.4404,3.7148,4.8552,2.1741,2.1211,4.7462,1.6446,5.2556,2.7408,3.8923,2.7174,1.8841,3.0788,3.4941,4.6585,5.0998,3.4776,5.639,2.6712,4.0052,6.2537,5.7322,6.0935,4.3497,5.9915,5.5449,7.1935,3.5685,5.6729,6.7127,5.493,3.7592,6.8754
508,"MOZ","Mozambique",2.9324,2.9542,2.9306,3.1048,2.8433,3.0003,3.2237,3.3461,3.2201,3.2638,3.246,3.4805,3.5333,3.3613,2.9832,2.9633,2.762,2.7058,2.5785,2.7193,2.6975,2.4525,2.2294,2.1068,2.0781,2.19,1.9678,1.9229,1.9904,2.0622,1.8836,1.5237,1.9879,1.9875,2.395,2.6722,2.7809,2.9319,3.0868,2.6681,2.8243,2.524,2.8398,2.8313,2.4854,3.0175,2.7989,2.6297,3.1563,3.312,3.5996,3.6867,2.7151,2.6113,2.3034,2.5034,2.7209,3.2246,3.3912,3.3122,3.6199
104,"MMR","Myanmar",2.4423,2.7592,2.8815,3.015,2.901,2.4195,2.7157,2.857,2.8335,2.8891,2.9608,2.7449,3.176,3.1937,3.3724,3.4033,3.4957,3.8751,3.8939,4.7017,5.0831,5.3248,5.45,5.5518,5.6857,5.6449,5.4135,5.1943,5.0893,5.1517,5.0113,5.7006,6.2251,6.748,6.9652,7.1185,6.8784,7.0517,8.172,8.5128,8.8828,9.127,9.7089,10.3105,11.2925,12.2802,12.4206,12.9376,13.0308,13.1165,12.1226,11.5959,11.9661,11.404,11.3324,11.1106,10.8997,10.9473,10.6847,10.5125,10.2398
516,"NAM","Namibia",0.2868,0.2995,0.3012,0.3191,0.3445,0.359,0.3715,0.3899,0.3991,0.4005,0.4142,0.422,0.4368,0.4447,0.465,0.4664,0.4907,0.4972,0.5136,0.5272,0.5404,0.5579,0.5864,0.6103,0.5031,0.5951,0.5558,0.6269,0.6993,0.7141,0.7792,0.3282,0.5459,0.7182,0.4809,0.585,0.8953,0.7749,0.5796,0.8117,0.8056,0.6269,0.6807,0.9509,0.8216,1.082,0.7818,0.761,0.7631,0.8122,0.8173,1.0118,0.6865,0.8235,0.8361,0.6517,0.9345,1.0227,0.6409,1.1198,1.2033
