"code","iso","country","PSU.raw.1965","PSU.raw.1966","PSU.raw.1967","PSU.raw.1968","PSU.raw.1969","PSU.raw.1970","PSU.raw.1971","PSU.raw.1972","PSU.raw.1973","PSU.raw.1974","PSU.raw.1975","PSU.raw.1976","PSU.raw.1977","PSU.raw.1978","PSU.raw.1979","PSU.raw.1980","PSU.raw.1981","PSU.raw.1982","PSU.raw.1983","PSU.raw.1984","PSU.raw.1985","PSU.raw.1986","PSU.raw.1987","PSU.raw.1988","PSU.raw.1989","PSU.raw.1990","PSU.raw.1991","PSU.raw.1992","PSU.raw.1993","PSU.raw.1994","PSU.raw.1995","PSU.raw.1996","PSU.raw.1997","PSU.raw.1998","PSU.raw.1999","PSU.raw.2000","PSU.raw.2001","PSU.raw.2002","PSU.raw.2003","PSU.raw.2004","PSU.raw.2005","PSU.raw.2006","PSU.raw.2007","PSU.raw.2008","PSU.raw.2009","PSU.raw.2010","PSU.raw.2011","PSU.raw.2012","PSU.raw.2013","PSU.raw.2014","PSU.raw.2015","PSU.raw.2016","PSU.raw.2017","PSU.raw.2018","PSU.raw.2019","PSU.raw.2020","PSU.raw.2021"
796,"TCA","Turks and Caicos Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
798,"TUV","Tuvalu",3.96808,3.95582,4.07626,4.2767,4.59226,4.96716,5.0691,5.65396,6.21108,5.80688,6.11504,6.78476,6.71176,5.82002,5.8462,5.25232,4.44658,4.72624,5.57434,6.70442,8.06908,9.6068,9.97402,10.7077,11.94936,12.85036,13.78186,15.27124,16.4801,16.99576,17.40332,17.76758,17.88244,18.08236,18.29148,18.46978,19.35294,20.24118,21.12994,21.9205,22.71286,22.76868,22.52308,22.38462,22.2786,22.25856,22.18738,22.2737,22.27616,22.20838,22.24064,22.32022,22.47746,22.72422,22.6917,22.61358,22.6706
800,"UGA","Uganda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
804,"UKR","Ukraine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8137,6.44855,5.50363333333333,4.871675,4.51392,3.04056,2.49508,2.02028,1.58558,0.969,0.67962,0.41492,0.16696,0.00649999999999995,0.00649999999999995,0.0240400000000001,0.0175400000000002,0.0175400000000002,0.0175400000000002,0.0175400000000002,0,0,0,0,0,0,0,0,0,0
784,"ARE","United Arab Emirates",2.14648,1.90804,1.68488,1.4403,1.16988,0.90062,0.76592,0.7179,0.5744,0.5413,0.61774,0.5699,1.89138,3.41626,6.22122,7.95838,10.62278,11.68182,11.73836,9.94676,9.81174,7.81692,7.5143,9.19464,11.14402,10.86696,11.46008,10.03388,11.44412,11.45096,13.60492,15.24038,17.2283,16.27482,14.45188,11.24256,9.49938,8.27436,6.28506,6.7397,7.9847,7.81852,7.22732,6.47412,7.72982,8.8217,11.99678,15.89586,20.18778,21.3621,23.25912,23.80368,23.66766,23.3394,23.48284,23.11834,22.67962
826,"GBR","United Kingdom",24.64514,24.13062,24.09904,23.89296,24.06032,25.17298,25.61236,26.00344,26.72248,26.14476,25.41882,25.22932,24.59296,23.80128,24.48462,23.9787,23.58698,23.2741,23.00056,21.58172,20.96592,20.13136,19.70644,18.95418,18.8747,18.38382,17.7308,16.9599,17.12328,17.75252,18.3245,18.83164,19.27334,18.38058,16.88996,15.32418,14.6273,13.31794,12.61476,11.9557,11.60634,10.35872,9.90796,8.20626,6.76576,5.81694,4.89206,4.34362,4.9689,4.91382,4.55678,4.94404,4.61066,4.5734,4.54782,5.36992,4.92314
840,"USA","United States of America",5.81684,6.32872,6.79296,7.17716,7.34274,7.60532,7.5637,7.5589,7.51318,7.56944,7.46168,7.65306,7.48774,7.46166,7.22534,7.24476,6.59134,5.92766,5.91216,5.64432,4.82588,4.56082,4.69996,4.43788,4.4061,4.54998,4.5982,4.35322,4.20554,3.79326,3.9076,3.85926,3.94586,3.45676,3.47852,3.07072,3.00732,3.03578,3.32304,3.20276,3.1574,3.11728,2.7212,1.89096,1.60802,1.40546,1.20066,1.56434,1.93212,1.7604,1.5475,1.11618,0.462759999999999,0.0949799999999996,0.34714,0.31724,0.31724
858,"URY","Uruguay",4.18674,4.87628,5.65458,6.7469,7.44812,8.44394,9.94084,11.37206,11.37874,11.36672,10.97144,10.28856,9.80158,9.94518,11.44482,13.03742,13.1715,12.92158,12.09078,10.65974,9.9086,9.97644,10.4197,11.17944,11.82998,11.99148,12.5478,12.55102,13.58348,13.23794,12.8677,15.55498,17.3941,17.9741,18.75444,19.6386,17.41262,16.30124,16.90038,18.2317,19.91724,20.73674,22.2198,20.69466,18.80394,16.39644,15.308,13.2201,15.25704,15.7691,14.9931,14.56226,15.0344,14.15832,13.7131,15.6902,17.48172
860,"UZB","Uzbekistan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.1573,16.9679,13.0913333333333,11.01375,10.4231,7.84658,5.86114,5.90928,6.0349,5.54886,6.00892,5.69702,5.47302,4.75456,4.56062,4.22614,4.527,5.16534,6.45492,7.20858,8.03732,8.45094,8.95956,9.4358,10.35902,11.55762,12.73478,13.60234,14.4311,13.71392
548,"VUT","Vanuatu",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
862,"VEN","Venezuela",1.58444,1.59924,1.65172,1.72154,1.7485,1.87998,2.1065,2.54352,2.919,3.62462,4.21298,4.86956,5.26432,5.96464,6.55538,7.24338,7.25938,7.4565,7.38172,7.87742,8.90502,10.87612,13.42672,16.28572,17.39122,17.18214,16.44458,14.6283,12.41384,10.80548,9.9748,9.18702,8.62278,7.99424,7.71284,7.26616,6.92042,6.69592,6.45084,6.17398,6.19902,6.03838,6.33174,6.87624,7.43128,7.89028,8.74722,9.73426,11.2695,12.93178,14.53554,14.87834,14.61902,13.56924,11.32338,9.30312,7.95072
704,"VNM","Viet Nam",4.50014,4.19398,3.76762,2.8642,2.78686,2.6331,3.63034,4.04756,4.73606,5.38538,5.45466,4.51326,5.06932,5.68234,4.15452,3.11312,2.62248,1.35856,0,0,0.48328,0.69226,0.954879999999999,1.60076,1.95106,1.90452,2.62954,3.62188,3.91636,5.41798,7.75518,10.08764,12.02126,14.20884,15.79524,16.78564,16.9539,17.27728,18.2969,18.94372,19.653,21.30886,23.35882,23.57506,24.7027,24.44008,23.33354,21.55182,21.12154,20.42996,20.21684,20.37664,21.03424,21.01688,19.58138,19.13202,18.4048
876,"WLF","Wallis and Futuna Islands",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"ESH","Western Sahara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
887,"YEM","Yemen",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
894,"ZMB","Zambia",0,0,0.00394000000000001,0.00394000000000001,0.00394000000000001,0.09828,0.22896,0.29798,0.45232,0.66958,0.70982,0.72008,0.9224,0.96468,1.10118,1.49978,1.90948,2.28472,2.47804,2.36728,2.186,1.88092,1.73854,1.59984,1.54742,1.44992,1.43552,1.40284,1.38048,1.3492,1.33374,1.19828,0.90774,0.92508,0.89106,0.79408,0.8523,0.93084,0.7938,0.67724,0.53528,0.38136,0.1179,0.00872000000000002,0,0,0,0,0.28948,0.60366,1.0275,1.34606,1.49638,1.58472,2.02706,2.3148,2.26294
716,"ZWE","Zimbabwe",1.5193,1.51114,1.75278,2.03076,2.18394,2.5462,2.71912,2.83644,3.63666,3.983,4.10284,4.31182,4.1831,3.29256,3.28816,3.2926,3.0747,3.29376,3.77744,3.63546,3.1569,3.00276,2.98666,2.26224,2.09648,2.20544,2.37968,2.61808,2.96016,2.95354,3.15142,2.85774,2.53668,2.54112,2.62178,2.41116,2.41932,2.52642,2.27526,1.76286,1.27326,1.0746,0.43604,0.19056,0.47912,0.85012,1.10174,1.2002,1.4013,1.38302,1.34504,1.71202,1.85616,1.78002,2.1161,2.41706,2.50258
