"relevance","doc_type_ai","doc_type_pages","page_count","doi","plant_host","fungal_taxon","tissue","presence_absence","primary_guild","interaction_notes","biome","country","data_source","source_file","doc_type_ai_clean","paper_id","interaction_id","fungal_taxon_raw","fungal_taxon_resolved","fungal_taxon_status","fungal_taxon_resolution_method","fungal_taxon_confidence","fungal_taxon_accepted_ids","plant_host_raw","plant_host_resolved","plant_host_status","plant_host_resolution_method","plant_host_confidence","plant_host_accepted_ids","publication_year","filter_reason"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","rhododendron ponticum l.","endomycorrhizal fungi","root","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","GBR","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_bffe79957194ef0a","endomycorrhizal fungi","","Unresolved","no_match","0.0","","rhododendron ponticum l.","rhododendron ponticum","Resolved","exact_accepted","1.0","7327990","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","rhododendron ponticum l.","endomycorrhizal fungi","stem","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","GBR","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_bffe79957194ef0a","endomycorrhizal fungi","","Unresolved","no_match","0.0","","rhododendron ponticum l.","rhododendron ponticum","Resolved","exact_accepted","1.0","7327990","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","calluna vulgaris (l.) hull","endomycorrhizal fungi","root","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","ZAF","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_45fe0f7887804fb4","endomycorrhizal fungi","","Unresolved","no_match","0.0","","calluna vulgaris (l.) hull","calluna vulgaris","Resolved","exact_accepted","1.0","2882482","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","calluna vulgaris (l.) hull","endomycorrhizal fungi","stem","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","ZAF","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_45fe0f7887804fb4","endomycorrhizal fungi","","Unresolved","no_match","0.0","","calluna vulgaris (l.) hull","calluna vulgaris","Resolved","exact_accepted","1.0","2882482","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","calluna vulgaris (l.) hull","endomycorrhizal fungi","root","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","ITA","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_45fe0f7887804fb4","endomycorrhizal fungi","","Unresolved","no_match","0.0","","calluna vulgaris (l.) hull","calluna vulgaris","Resolved","exact_accepted","1.0","2882482","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","calluna vulgaris (l.) hull","endomycorrhizal fungi","stem","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","ITA","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_45fe0f7887804fb4","endomycorrhizal fungi","","Unresolved","no_match","0.0","","calluna vulgaris (l.) hull","calluna vulgaris","Resolved","exact_accepted","1.0","2882482","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","calluna vulgaris (l.) hull","endomycorrhizal fungi","root","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","GBR","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_45fe0f7887804fb4","endomycorrhizal fungi","","Unresolved","no_match","0.0","","calluna vulgaris (l.) hull","calluna vulgaris","Resolved","exact_accepted","1.0","2882482","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","calluna vulgaris (l.) hull","endomycorrhizal fungi","stem","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","GBR","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_45fe0f7887804fb4","endomycorrhizal fungi","","Unresolved","no_match","0.0","","calluna vulgaris (l.) hull","calluna vulgaris","Resolved","exact_accepted","1.0","2882482","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","erica hispidula l.","endomycorrhizal fungi","root","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","ZAF","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_38b738c6488505ba","endomycorrhizal fungi","","Unresolved","no_match","0.0","","erica hispidula l.","erica hispidula","Resolved","exact_accepted","1.0","5684759","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","erica hispidula l.","endomycorrhizal fungi","stem","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","ZAF","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_38b738c6488505ba","endomycorrhizal fungi","","Unresolved","no_match","0.0","","erica hispidula l.","erica hispidula","Resolved","exact_accepted","1.0","5684759","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","erica hispidula l.","endomycorrhizal fungi","root","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","ITA","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_38b738c6488505ba","endomycorrhizal fungi","","Unresolved","no_match","0.0","","erica hispidula l.","erica hispidula","Resolved","exact_accepted","1.0","5684759","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","erica hispidula l.","endomycorrhizal fungi","stem","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","ITA","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_38b738c6488505ba","endomycorrhizal fungi","","Unresolved","no_match","0.0","","erica hispidula l.","erica hispidula","Resolved","exact_accepted","1.0","5684759","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","erica hispidula l.","endomycorrhizal fungi","root","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","GBR","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_38b738c6488505ba","endomycorrhizal fungi","","Unresolved","no_match","0.0","","erica hispidula l.","erica hispidula","Resolved","exact_accepted","1.0","5684759","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00649.x","erica hispidula l.","endomycorrhizal fungi","stem","present","mycorrhiza","isolated from root systems of the mentioned plant hosts.; not specified in text; ""aiton (possibly italy); l. (possibly england); hull (possibly scotland","uk","GBR","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00649.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00649.x","int_38b738c6488505ba","endomycorrhizal fungi","","Unresolved","no_match","0.0","","erica hispidula l.","erica hispidula","Resolved","exact_accepted","1.0","5684759","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1990.tb00415.x","arisaema atrorubens","vesicular-arbuscular mycorrhizas","root","present","mycorrhiza","root growth and mycorrhiza formation were quantified in the first part of this study.","forest","","abstract-csv","doi_10.1111_j.1469-8137.1990.tb00415.x","Abstract","doi:10.1111/j.1469-8137.1990.tb00415.x","int_71e28d6484b042c2","vesicular-arbuscular mycorrhizas","","Unresolved","no_match","0.0","","arisaema atrorubens","arisaema triphyllum","Resolved","synonym_map","0.95","2867316","1990.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00598.x","allium cepa","glomus mosseae","root","present","mycorrhiza","inoculated separately on to onion plants in soils of low p status amended with five rates of ca(h2po4)2.cntdot.h2o. effectiveness varied with different endophytes.","","","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00598.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00598.x","int_a7919131ddbfeef3","glomus mosseae","funneliformis mosseae","Resolved","synonym_map","0.95","7578300","allium cepa","allium cepa","Resolved","exact_accepted","1.0","2857697","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00598.x","allium cepa","glomus epigaeum","root","present","mycorrhiza","inoculated separately on to onion plants in soils of low p status amended with five rates of ca(h2po4)2.cntdot.h2o. effectiveness varied with different endophytes.","","","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00598.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00598.x","int_91c856c9cc71b202","glomus epigaeum","diversispora epigaea","Resolved","synonym_map","0.95","7687196","allium cepa","allium cepa","Resolved","exact_accepted","1.0","2857697","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00598.x","allium cepa","glomus macrocarpum","root","present","mycorrhiza","inoculated separately on to onion plants in soils of low p status amended with five rates of ca(h2po4)2.cntdot.h2o. effectiveness varied with different endophytes.","","","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00598.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00598.x","int_d10666d7cd695389","glomus macrocarpum","glomus macrocarpum","Resolved","exact_accepted","1.0","5251003","allium cepa","allium cepa","Resolved","exact_accepted","1.0","2857697","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00598.x","allium cepa","gigaspora margarita","root","present","mycorrhiza","inoculated separately on to onion plants in soils of low p status amended with five rates of ca(h2po4)2.cntdot.h2o. effectiveness varied with different endophytes.","","","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00598.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00598.x","int_9b82c835e4a07037","gigaspora margarita","gigaspora margarita","Resolved","exact_accepted","1.0","2560153","allium cepa","allium cepa","Resolved","exact_accepted","1.0","2857697","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00598.x","allium cepa","glomus caledonium","root","present","mycorrhiza","inoculated separately on to onion plants in soils of low p status amended with five rates of ca(h2po4)2.cntdot.h2o. effectiveness varied with different endophytes.","","","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00598.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00598.x","int_603cf3f37f49f195","glomus caledonium","funneliformis caledonius","Resolved","synonym_map","0.95","7537130","allium cepa","allium cepa","Resolved","exact_accepted","1.0","2857697","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00598.x","allium cepa","""""""glomus sp. e3""""""","root","present","mycorrhiza","inoculated separately on to onion plants in soils of low p status amended with five rates of ca(h2po4)2.cntdot.h2o. effectiveness varied with different endophytes.","","","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00598.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00598.x","int_5bcf428f6266ab2f","""""""glomus sp. e3""""""","glomus","Resolved","exact_accepted","1.0","2559545","allium cepa","allium cepa","Resolved","exact_accepted","1.0","2857697","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1986.tb00598.x","allium cepa","glomus clarum","root","present","mycorrhiza","inoculated separately on to onion plants in soils of low p status amended with five rates of ca(h2po4)2.cntdot.h2o. effectiveness varied with different endophytes.","","","abstract-csv","doi_10.1111_j.1469-8137.1986.tb00598.x","Abstract","doi:10.1111/j.1469-8137.1986.tb00598.x","int_d39174a98557d99c","glomus clarum","rhizophagus clarus","Resolved","synonym_map","0.95","7471482","allium cepa","allium cepa","Resolved","exact_accepted","1.0","2857697","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1989.tb00306.x","pinus contorta dougl.","cenococcum geophilum l.","root","present","mycorrhiza","isolated from roots in greenhouse grown pinus contorta plants in forest floor soil.","forest","","abstract-csv","doi_10.1111_j.1469-8137.1989.tb00306.x","Abstract","doi:10.1111/j.1469-8137.1989.tb00306.x","int_e7ba5a6597dcd68f","cenococcum geophilum l.","cenococcum geophilum","Resolved","exact_accepted","1.0","2626458","pinus contorta dougl.","pinus contorta","Resolved","exact_accepted","1.0","5285750","1989.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/0038-0717(94)90263-1","trifolium pratense l.","glomus intraradices schenck & smith","root","present","mycorrhiza","""involved in symbiotic mycorrhizal relationship; with most of the mycorrhizal biomass located within the root domain.""","","","abstract-csv","doi_10.1016_0038-0717(94)90263-1","Abstract","doi:10.1016/0038-0717(94)90263-1","int_e3e931cc048c15e8","glomus intraradices schenck & smith","rhizophagus intraradices","Resolved","synonym_map","0.95","8003630","trifolium pratense l.","trifolium pratense","Resolved","exact_accepted","1.0","8324121","1994.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/j.scitotenv.2021.152515","citrus","arbuscular mycorrhizal fungi","root","present","mycorrhiza","""found in citrus roots; but no significant change was observed due to biochar application or exogenous k.""","acid soil","","abstract-csv","doi_10.1016_j.scitotenv.2021.152515","Abstract","doi:10.1016/j.scitotenv.2021.152515","int_fc7530299ad5930c","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","citrus","citrus","Resolved","exact_accepted","1.0","3190155","2022.0","guild"
"Relevant","abstract","abstract","0.0","10.1016/0038-0717(89)90087-4","zea mays l.","glomus etunicatum","root","present","mycorrhiza","plants were inoculated with g. etunicatum.","","","abstract-csv","doi_10.1016_0038-0717(89)90087-4","Abstract","doi:10.1016/0038-0717(89)90087-4","int_26cc0a44af9ce5ad","glomus etunicatum","entrophospora etunicata","Resolved","synonym_map","0.95","12186490","zea mays l.","zea mays","Resolved","exact_accepted","1.0","5290052","1989.0","guild"
"Relevant","abstract","abstract","0.0","10.1017/s0953756200002811","woollsia pungens (epacridaceae)","12 ericoid mycorrhizal endophytes","","present","mycorrhiza","isolated from woollsia pungens","","","abstract-csv","doi_10.1017_s0953756200002811","Abstract","doi:10.1017/s0953756200002811","int_9e709243c360451d","12 ericoid mycorrhizal endophytes","","Unresolved","no_match","0.0","","woollsia pungens (epacridaceae)","woollsia pungens","Resolved","exact_accepted","1.0","4010306","2001.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1979.tb00730.x","holcus lanatus","gloomus tenuis","root","present","mycorrhiza","""seasonally varies; particularly adapted to penetrating host roots during brief seasonal fluxes of p availability in very p-deficient soils low in moisture.""; ""(not provided","extract from the source)""","USA","abstract-csv","doi_10.1111_j.1469-8137.1979.tb00730.x","Abstract","doi:10.1111/j.1469-8137.1979.tb00730.x","int_e4a2caeb27c92df8","gloomus tenuis","","Unresolved","no_match","0.0","","holcus lanatus","holcus lanatus","Resolved","exact_accepted","1.0","2706164","1979.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1979.tb00730.x","panicum virgatum","gloomus tenuis","root","present","mycorrhiza","""seasonally varies; particularly adapted to penetrating host roots during brief seasonal fluxes of p availability in very p-deficient soils low in moisture.""; ""(not provided","extract from the source)""","USA","abstract-csv","doi_10.1111_j.1469-8137.1979.tb00730.x","Abstract","doi:10.1111/j.1469-8137.1979.tb00730.x","int_0acfca734ba1fa72","gloomus tenuis","","Unresolved","no_match","0.0","","panicum virgatum","panicum virgatum","Resolved","exact_accepted","1.0","2705081","1979.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1979.tb00730.x","poa compressa","gloomus tenuis","root","present","mycorrhiza","""seasonally varies; particularly adapted to penetrating host roots during brief seasonal fluxes of p availability in very p-deficient soils low in moisture.""; ""(not provided","extract from the source)""","USA","abstract-csv","doi_10.1111_j.1469-8137.1979.tb00730.x","Abstract","doi:10.1111/j.1469-8137.1979.tb00730.x","int_ce3d940d99b07dca","gloomus tenuis","","Unresolved","no_match","0.0","","poa compressa","poa compressa","Resolved","exact_accepted","1.0","2704265","1979.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1979.tb00730.x","p. pratensis","gloomus tenuis","root","present","mycorrhiza","""seasonally varies; particularly adapted to penetrating host roots during brief seasonal fluxes of p availability in very p-deficient soils low in moisture.""; ""(not provided","extract from the source)""","USA","abstract-csv","doi_10.1111_j.1469-8137.1979.tb00730.x","Abstract","doi:10.1111/j.1469-8137.1979.tb00730.x","int_5a90a6c935099d94","gloomus tenuis","","Unresolved","no_match","0.0","","p. pratensis","penstemon pratensis","Resolved","abbreviation_context_first","0.55","3171345","1979.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1979.tb00730.x","p. palustris","gloomus tenuis","root","present","mycorrhiza","""seasonally varies; particularly adapted to penetrating host roots during brief seasonal fluxes of p availability in very p-deficient soils low in moisture.""; ""(not provided","extract from the source)""","USA","abstract-csv","doi_10.1111_j.1469-8137.1979.tb00730.x","Abstract","doi:10.1111/j.1469-8137.1979.tb00730.x","int_0e62e9d83c83fb91","gloomus tenuis","","Unresolved","no_match","0.0","","p. palustris","palicourea palustris","Resolved","abbreviation_context_first","0.55","5938131","1979.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1979.tb00730.x","phleum pratense","gloomus tenuis","root","present","mycorrhiza","""seasonally varies; particularly adapted to penetrating host roots during brief seasonal fluxes of p availability in very p-deficient soils low in moisture.""; ""(not provided","extract from the source)""","USA","abstract-csv","doi_10.1111_j.1469-8137.1979.tb00730.x","Abstract","doi:10.1111/j.1469-8137.1979.tb00730.x","int_5e79895bb1f7952c","gloomus tenuis","","Unresolved","no_match","0.0","","phleum pratense","phleum pratense","Resolved","exact_accepted","1.0","9014945","1979.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1979.tb00730.x","festuca elatior","gloomus tenuis","root","present","mycorrhiza","""seasonally varies; particularly adapted to penetrating host roots during brief seasonal fluxes of p availability in very p-deficient soils low in moisture.""; ""(not provided","extract from the source)""","USA","abstract-csv","doi_10.1111_j.1469-8137.1979.tb00730.x","Abstract","doi:10.1111/j.1469-8137.1979.tb00730.x","int_203e23a9ec1a5555","gloomus tenuis","","Unresolved","no_match","0.0","","festuca elatior","lolium arundinaceum arundinaceum","Resolved","synonym_map","0.95","7325327","1979.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/ppl.13570","plants in general (not specific to a single species)","plant growth-promoting rhizobacteria","root","present","mycorrhiza","mycorrhizal""; ""association with plant roots constituting the root microbiome; conferring salinity tolerance and promoting growth""","soil","","abstract-csv","doi_10.1111_ppl.13570","Abstract","doi:10.1111/ppl.13570","int_bfdc5ebcf29bc3ea","plant growth-promoting rhizobacteria","","Unresolved","no_match","0.0","","plants in general (not specific to a single species)","","Unresolved","no_match","0.0","","2021.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/ppl.13570","plants in general (not specific to a single species)","","root","present","mycorrhiza","mycorrhizal""; ""association with plant roots constituting the root microbiome; conferring salinity tolerance and promoting growth""","soil","","abstract-csv","doi_10.1111_ppl.13570","Abstract","doi:10.1111/ppl.13570","int_4c83869a878b306d","","","Unresolved","none","0.0","","plants in general (not specific to a single species)","","Unresolved","no_match","0.0","","2021.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/ppl.13570","plants in general (not specific to a single species)","mycorrhiza","root","present","mycorrhiza","mycorrhizal""; ""association with plant roots constituting the root microbiome; conferring salinity tolerance and promoting growth""","soil","","abstract-csv","doi_10.1111_ppl.13570","Abstract","doi:10.1111/ppl.13570","int_df85ac2771a37780","mycorrhiza","","Unresolved","no_match","0.0","","plants in general (not specific to a single species)","","Unresolved","no_match","0.0","","2021.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/s13199-024-01009-y","trifolium repens (white clover)","arbuscular mycorrhizal fungi","soil","present","mycorrhiza","plants were growing in soils conditioned by previous growth of lolium multiflorum with different levels of epichloea endophyte infection. amf colonization and legume biomass were higher in soils previously conditioned by trifolium repens.","grassland","","abstract-csv","doi_10.1007_s13199-024-01009-y","Abstract","doi:10.1007/s13199-024-01009-y","int_5178f651c2d12607","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","trifolium repens (white clover)","trifolium repens","Resolved","exact_accepted","1.0","5358748","2024.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/bf00335850","triticum spp. (wheat)","glomus mosseae","root","present","mycorrhiza","""wheat cultivars became colonized by va mycorrhizae. colonization was affected by plant growth temperatures; culture media support; inoculation with different endophytes; and inoculation with sterilized and unsterilized spores.""","","","abstract-csv","doi_10.1007_bf00335850","Abstract","doi:10.1007/bf00335850","int_6d8d3f9bab2434d5","glomus mosseae","funneliformis mosseae","Resolved","synonym_map","0.95","7578300","triticum spp. (wheat)","triticum","Resolved","exact_accepted","1.0","2706388","1991.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/bf00335850","triticum spp. (wheat)","glomus fasciculatum","root","present","mycorrhiza","""wheat cultivars became colonized by va mycorrhizae. colonization was affected by plant growth temperatures; culture media support; inoculation with different endophytes; and inoculation with sterilized and unsterilized spores.""","","","abstract-csv","doi_10.1007_bf00335850","Abstract","doi:10.1007/bf00335850","int_6c73b7cf13ff8155","glomus fasciculatum","rhizophagus fasciculatus","Resolved","synonym_map","0.95","8375208","triticum spp. (wheat)","triticum","Resolved","exact_accepted","1.0","2706388","1991.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/bf00335850","triticum spp. (wheat)","glomus agregatum","root","present","mycorrhiza","""wheat cultivars became colonized by va mycorrhizae. colonization was affected by plant growth temperatures; culture media support; inoculation with different endophytes; and inoculation with sterilized and unsterilized spores.""","","","abstract-csv","doi_10.1007_bf00335850","Abstract","doi:10.1007/bf00335850","int_166ca13da7d204f9","glomus agregatum","","Unresolved","no_match","0.0","","triticum spp. (wheat)","triticum","Resolved","exact_accepted","1.0","2706388","1991.0","guild"
"Relevant","abstract","abstract","0.0","10.1071/a97167","capsicum annuum l.","glomus etunicatum becker & gerdemann","root","present","mycorrhiza","""isolated from existing intact hyphal network of extraradical mycorrhizal mycelium; planted in a nylon mesh that excluded roots but allowed fungal hyphae to grow into the growth medium.""","greenhouse","","abstract-csv","doi_10.1071_a97167","Abstract","doi:10.1071/a97167","int_36f46a51df518679","glomus etunicatum becker & gerdemann","entrophospora etunicata","Resolved","synonym_map","0.95","12186490","capsicum annuum l.","capsicum annuum","Resolved","exact_accepted","1.0","2932944","1999.0","guild"
"Relevant","abstract","abstract","0.0","10.1038/s41564-023-01514-8","populus (populus spp.)","various populus-associated fungi","foliar","present","mycorrhiza","endophytic (foliar); pathogenic""; ""associations observed in natural populus populations across the contiguous united states. includes mycorrhizal associations; foliar endophytes; and potentially pathogenic fungi.""","forest","USA","abstract-csv","doi_10.1038_s41564-023-01514-8","Abstract","doi:10.1038/s41564-023-01514-8","int_10d34e86570fa0d6","various populus-associated fungi","","Unresolved","no_match","0.0","","populus (populus spp.)","populus","Resolved","exact_accepted","1.0","3040183","2023.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/bf02374991","glycine max","glomus moseae","root","present","mycorrhiza","""involved in a symbiotic relationship with glycine max; enhancing plant growth and nutrition. glomus sp. (e3) was found to be the most efficient.""","neutral calcareous soil","","abstract-csv","doi_10.1007_bf02374991","Abstract","doi:10.1007/bf02374991","int_873a6df073ee801d","glomus moseae","","Unresolved","no_match","0.0","","glycine max","glycine max","Resolved","exact_accepted","1.0","5359660","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/bf02374991","glycine max","glomus sp.","root","present","mycorrhiza","""involved in a symbiotic relationship with glycine max; enhancing plant growth and nutrition. glomus sp. (e3) was found to be the most efficient.""","neutral calcareous soil","","abstract-csv","doi_10.1007_bf02374991","Abstract","doi:10.1007/bf02374991","int_4c11f6cead21850a","glomus sp.","glomus","Resolved","exact_accepted","1.0","2559545","glycine max","glycine max","Resolved","exact_accepted","1.0","5359660","1986.0","guild"
"Relevant","abstract","abstract","0.0","10.1007/bf00010406","pueraria phaseoloides","glomus manihotis","root","present","mycorrhiza","""involved in symbiotic relationship; stimulating plant growth particularly at low phosphate levels.""","forest","","abstract-csv","doi_10.1007_bf00010406","Abstract","doi:10.1007/bf00010406","int_0d64ad5b45fd9873","glomus manihotis","rhizophagus manihotis","Resolved","synonym_map","0.95","8173320","pueraria phaseoloides","neustanthus phaseoloides","Resolved","synonym_map","0.95","2977687","1991.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1469-8137.1996.tb01864.x","vaccinium macrocarpon aiton","ericoid mycorrhizas","root","present","mycorrhiza","utilization of nuclei from salmon sperm as a phosphorus source","","","abstract-csv","doi_10.1111_j.1469-8137.1996.tb01864.x","Abstract","doi:10.1111/j.1469-8137.1996.tb01864.x","int_43fc12b362e627ae","ericoid mycorrhizas","","Unresolved","no_match","0.0","","vaccinium macrocarpon aiton","vaccinium macrocarpon","Resolved","exact_accepted","1.0","2882841","1996.0","guild"
"Relevant","abstract","abstract","0.0","10.1104/pp.103.032342","zea mays (maize)","arbuscular mycorrhizal fungi","root","present","mycorrhiza","colonization of maize roots by symbiotic arbuscular mycorrhizal fungi leads to accumulation of apocarotenoids","","","abstract-csv","doi_10.1104_pp.103.032342","Abstract","doi:10.1104/pp.103.032342","int_d59955857fd25a90","arbuscular mycorrhizal fungi","glomeromycota","Resolved","alias_exact_accepted","1.0","18","zea mays (maize)","zea mays","Resolved","exact_accepted","1.0","5290052","2004.0","guild"
"Relevant","abstract","abstract","0.0","10.1111/j.1399-3054.1988.tb09166.x","glycine max (l.) merr.","glomus mosseae trappe","root","leaf""","mycorrhiza","mycorrhizal; ""inoculated plants with vam fungus glomus mosseae; plants exposed to cycles of severe; moderate or no drought stress""","","","abstract-csv","doi_10.1111_j.1399-3054.1988.tb09166.x","Abstract","doi:10.1111/j.1399-3054.1988.tb09166.x","int_5deac7fdbfeda92b","glomus mosseae trappe","funneliformis mosseae","Resolved","synonym_map","0.95","7578300","glycine max (l.) merr.","glycine max","Resolved","exact_accepted","1.0","5359660","1988.0","guild"
